|dates|Ashtabula_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ashtabula_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ashtabula_Ohio_UnitedStates.Male_Total_Population.data|Ashtabula_Ohio_UnitedStates.Male_Total_Population.missing|Ashtabula_Ohio_UnitedStates.Female_Total_Population.data|Ashtabula_Ohio_UnitedStates.Female_Total_Population.missing|Ashtabula_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Ashtabula_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|18589.0|0|49141.0|0|48352.0|0|21521.0|0
