|dates|Lassen_California_UnitedStates.BLS_EmployedPopulation.data|Lassen_California_UnitedStates.BLS_EmployedPopulation.missing|Lassen_California_UnitedStates.BLS_UnemployedPopulation.data|Lassen_California_UnitedStates.BLS_UnemployedPopulation.missing|Lassen_California_UnitedStates.BLS_UnemploymentRate.data|Lassen_California_UnitedStates.BLS_UnemploymentRate.missing|Lassen_California_UnitedStates.BLS_LaborForcePopulation.data|Lassen_California_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-03-11|8734.5|0|666.0|0|7.084729535662997|0|9400.5|0
0|2020-03-12|8734.5|0|666.0|0|7.084729535662997|0|9400.5|0
0|2020-03-13|8734.5|0|666.0|0|7.084729535662997|0|9400.5|0
0|2020-03-14|8734.5|0|666.0|0|7.084729535662997|0|9400.5|0
0|2020-03-15|8734.5|0|666.0|0|7.084729535662997|0|9400.5|0
0|2020-03-16|8734.5|0|666.0|0|7.084729535662997|0|9400.5|0
0|2020-03-17|8734.5|0|666.0|0|7.084729535662997|0|9400.5|0
0|2020-03-18|8734.5|0|666.0|0|7.084729535662997|0|9400.5|0
0|2020-03-19|8734.5|0|666.0|0|7.084729535662997|0|9400.5|0
0|2020-03-20|8734.5|0|666.0|0|7.084729535662997|0|9400.5|0
0|2020-03-21|8734.5|0|666.0|0|7.084729535662997|0|9400.5|0
0|2020-03-22|8734.5|0|666.0|0|7.084729535662997|0|9400.5|0
0|2020-03-23|8734.5|0|666.0|0|7.084729535662997|0|9400.5|0
0|2020-03-24|8734.5|0|666.0|0|7.084729535662997|0|9400.5|0
0|2020-03-25|8734.5|0|666.0|0|7.084729535662997|0|9400.5|0
0|2020-03-26|8734.5|0|666.0|0|7.084729535662997|0|9400.5|0
0|2020-03-27|8734.5|0|666.0|0|7.084729535662997|0|9400.5|0
0|2020-03-28|8734.5|0|666.0|0|7.084729535662997|0|9400.5|0
0|2020-03-29|8734.5|0|666.0|0|7.084729535662997|0|9400.5|0
0|2020-03-30|8734.5|0|666.0|0|7.084729535662997|0|9400.5|0
0|2020-03-31|8734.5|0|666.0|0|7.084729535662997|0|9400.5|0
0|2020-04-01|8079.5|0|1057.5|0|11.573820728904455|0|9137.0|0
0|2020-04-02|8079.5|0|1057.5|0|11.573820728904455|0|9137.0|0
0|2020-04-03|8079.5|0|1057.5|0|11.573820728904455|0|9137.0|0
0|2020-04-04|8079.5|0|1057.5|0|11.573820728904455|0|9137.0|0
0|2020-04-05|8079.5|0|1057.5|0|11.573820728904455|0|9137.0|0
0|2020-04-06|8079.5|0|1057.5|0|11.573820728904455|0|9137.0|0
0|2020-04-07|8079.5|0|1057.5|0|11.573820728904455|0|9137.0|0
0|2020-04-08|8079.5|0|1057.5|0|11.573820728904455|0|9137.0|0
0|2020-04-09|8079.5|0|1057.5|0|11.573820728904455|0|9137.0|0
0|2020-04-10|8079.5|0|1057.5|0|11.573820728904455|0|9137.0|0
0|2020-04-11|8079.5|0|1057.5|0|11.573820728904455|0|9137.0|0
0|2020-04-12|8079.5|0|1057.5|0|11.573820728904455|0|9137.0|0
0|2020-04-13|8079.5|0|1057.5|0|11.573820728904455|0|9137.0|0
0|2020-04-14|8079.5|0|1057.5|0|11.573820728904455|0|9137.0|0
0|2020-04-15|8079.5|0|1057.5|0|11.573820728904455|0|9137.0|0
0|2020-04-16|8079.5|0|1057.5|0|11.573820728904455|0|9137.0|0
0|2020-04-17|8079.5|0|1057.5|0|11.573820728904455|0|9137.0|0
0|2020-04-18|8079.5|0|1057.5|0|11.573820728904455|0|9137.0|0
0|2020-04-19|8079.5|0|1057.5|0|11.573820728904455|0|9137.0|0
0|2020-04-20|8079.5|0|1057.5|0|11.573820728904455|0|9137.0|0
0|2020-04-21|8079.5|0|1057.5|0|11.573820728904455|0|9137.0|0
0|2020-04-22|8079.5|0|1057.5|0|11.573820728904455|0|9137.0|0
0|2020-04-23|8079.5|0|1057.5|0|11.573820728904455|0|9137.0|0
0|2020-04-24|8079.5|0|1057.5|0|11.573820728904455|0|9137.0|0
0|2020-04-25|8079.5|0|1057.5|0|11.573820728904455|0|9137.0|0
0|2020-04-26|8079.5|0|1057.5|0|11.573820728904455|0|9137.0|0
0|2020-04-27|8079.5|0|1057.5|0|11.573820728904455|0|9137.0|0
0|2020-04-28|8079.5|0|1057.5|0|11.573820728904455|0|9137.0|0
0|2020-04-29|8079.5|0|1057.5|0|11.573820728904455|0|9137.0|0
0|2020-04-30|8079.5|0|1057.5|0|11.573820728904455|0|9137.0|0
0|2020-05-01|8413.0|0|887.0|0|9.53763440860215|0|9300.0|0
0|2020-05-02|8413.0|0|887.0|0|9.53763440860215|0|9300.0|0
0|2020-05-03|8413.0|0|887.0|0|9.53763440860215|0|9300.0|0
0|2020-05-04|8413.0|0|887.0|0|9.53763440860215|0|9300.0|0
0|2020-05-05|8413.0|0|887.0|0|9.53763440860215|0|9300.0|0
0|2020-05-06|8413.0|0|887.0|0|9.53763440860215|0|9300.0|0
0|2020-05-07|8413.0|0|887.0|0|9.53763440860215|0|9300.0|0
0|2020-05-08|8413.0|0|887.0|0|9.53763440860215|0|9300.0|0
0|2020-05-09|8413.0|0|887.0|0|9.53763440860215|0|9300.0|0
0|2020-05-10|8413.0|0|887.0|0|9.53763440860215|0|9300.0|0
0|2020-05-11|8413.0|0|887.0|0|9.53763440860215|0|9300.0|0
0|2020-05-12|8413.0|0|887.0|0|9.53763440860215|0|9300.0|0
0|2020-05-13|8413.0|0|887.0|0|9.53763440860215|0|9300.0|0
0|2020-05-14|8413.0|0|887.0|0|9.53763440860215|0|9300.0|0
0|2020-05-15|8413.0|0|887.0|0|9.53763440860215|0|9300.0|0
0|2020-05-16|8413.0|0|887.0|0|9.53763440860215|0|9300.0|0
0|2020-05-17|8413.0|0|887.0|0|9.53763440860215|0|9300.0|0
0|2020-05-18|8413.0|0|887.0|0|9.53763440860215|0|9300.0|0
0|2020-05-19|8413.0|0|887.0|0|9.53763440860215|0|9300.0|0
0|2020-05-20|8413.0|0|887.0|0|9.53763440860215|0|9300.0|0
0|2020-05-21|8413.0|0|887.0|0|9.53763440860215|0|9300.0|0
0|2020-05-22|8413.0|0|887.0|0|9.53763440860215|0|9300.0|0
0|2020-05-23|8413.0|0|887.0|0|9.53763440860215|0|9300.0|0
0|2020-05-24|8413.0|0|887.0|0|9.53763440860215|0|9300.0|0
0|2020-05-25|8413.0|0|887.0|0|9.53763440860215|0|9300.0|0
0|2020-05-26|8413.0|0|887.0|0|9.53763440860215|0|9300.0|0
0|2020-05-27|8413.0|0|887.0|0|9.53763440860215|0|9300.0|0
0|2020-05-28|8413.0|0|887.0|0|9.53763440860215|0|9300.0|0
0|2020-05-29|8413.0|0|887.0|0|9.53763440860215|0|9300.0|0
0|2020-05-30|8413.0|0|887.0|0|9.53763440860215|0|9300.0|0
0|2020-05-31|8413.0|0|887.0|0|9.53763440860215|0|9300.0|0
0|2020-06-01|8611.0|0|776.0|0|8.266751890912964|0|9387.0|0
0|2020-06-02|8611.0|0|776.0|0|8.266751890912964|0|9387.0|0
0|2020-06-03|8611.0|0|776.0|0|8.266751890912964|0|9387.0|0
0|2020-06-04|8611.0|0|776.0|0|8.266751890912964|0|9387.0|0
0|2020-06-05|8611.0|0|776.0|0|8.266751890912964|0|9387.0|0
0|2020-06-06|8611.0|0|776.0|0|8.266751890912964|0|9387.0|0
0|2020-06-07|8611.0|0|776.0|0|8.266751890912964|0|9387.0|0
0|2020-06-08|8611.0|0|776.0|0|8.266751890912964|0|9387.0|0
0|2020-06-09|8611.0|0|776.0|0|8.266751890912964|0|9387.0|0
0|2020-06-10|8611.0|0|776.0|0|8.266751890912964|0|9387.0|0
0|2020-06-11|8611.0|0|776.0|0|8.266751890912964|0|9387.0|0
0|2020-06-12|8611.0|0|776.0|0|8.266751890912964|0|9387.0|0
0|2020-06-13|8611.0|0|776.0|0|8.266751890912964|0|9387.0|0
0|2020-06-14|8611.0|0|776.0|0|8.266751890912964|0|9387.0|0
0|2020-06-15|8611.0|0|776.0|0|8.266751890912964|0|9387.0|0
0|2020-06-16|8611.0|0|776.0|0|8.266751890912964|0|9387.0|0
0|2020-06-17|8611.0|0|776.0|0|8.266751890912964|0|9387.0|0
0|2020-06-18|8611.0|0|776.0|0|8.266751890912964|0|9387.0|0
0|2020-06-19|8611.0|0|776.0|0|8.266751890912964|0|9387.0|0
0|2020-06-20|8611.0|0|776.0|0|8.266751890912964|0|9387.0|0
0|2020-06-21|8611.0|0|776.0|0|8.266751890912964|0|9387.0|0
0|2020-06-22|8611.0|0|776.0|0|8.266751890912964|0|9387.0|0
0|2020-06-23|8611.0|0|776.0|0|8.266751890912964|0|9387.0|0
0|2020-06-24|8611.0|0|776.0|0|8.266751890912964|0|9387.0|0
0|2020-06-25|8611.0|0|776.0|0|8.266751890912964|0|9387.0|0
0|2020-06-26|8611.0|0|776.0|0|8.266751890912964|0|9387.0|0
0|2020-06-27|8611.0|0|776.0|0|8.266751890912964|0|9387.0|0
0|2020-06-28|8611.0|0|776.0|0|8.266751890912964|0|9387.0|0
0|2020-06-29|8611.0|0|776.0|0|8.266751890912964|0|9387.0|0
0|2020-06-30|8611.0|0|776.0|0|8.266751890912964|0|9387.0|0
0|2020-07-01|8559.0|0|740.0|0|7.957844929562318|0|9299.0|0
0|2020-07-02|8559.0|0|740.0|0|7.957844929562318|0|9299.0|0
0|2020-07-03|8559.0|0|740.0|0|7.957844929562318|0|9299.0|0
0|2020-07-04|8559.0|0|740.0|0|7.957844929562318|0|9299.0|0
0|2020-07-05|8559.0|0|740.0|0|7.957844929562318|0|9299.0|0
0|2020-07-06|8559.0|0|740.0|0|7.957844929562318|0|9299.0|0
0|2020-07-07|8559.0|0|740.0|0|7.957844929562318|0|9299.0|0
0|2020-07-08|8559.0|0|740.0|0|7.957844929562318|0|9299.0|0
0|2020-07-09|8559.0|0|740.0|0|7.957844929562318|0|9299.0|0
0|2020-07-10|8559.0|0|740.0|0|7.957844929562318|0|9299.0|0
0|2020-07-11|8559.0|0|740.0|0|7.957844929562318|0|9299.0|0
0|2020-07-12|8559.0|0|740.0|0|7.957844929562318|0|9299.0|0
0|2020-07-13|8559.0|0|740.0|0|7.957844929562318|0|9299.0|0
0|2020-07-14|8559.0|0|740.0|0|7.957844929562318|0|9299.0|0
0|2020-07-15|8559.0|0|740.0|0|7.957844929562318|0|9299.0|0
0|2020-07-16|8559.0|0|740.0|0|7.957844929562318|0|9299.0|0
0|2020-07-17|8559.0|0|740.0|0|7.957844929562318|0|9299.0|0
0|2020-07-18|8559.0|0|740.0|0|7.957844929562318|0|9299.0|0
0|2020-07-19|8559.0|0|740.0|0|7.957844929562318|0|9299.0|0
0|2020-07-20|8559.0|0|740.0|0|7.957844929562318|0|9299.0|0
0|2020-07-21|8559.0|0|740.0|0|7.957844929562318|0|9299.0|0
0|2020-07-22|8559.0|0|740.0|0|7.957844929562318|0|9299.0|0
0|2020-07-23|8559.0|0|740.0|0|7.957844929562318|0|9299.0|0
0|2020-07-24|8559.0|0|740.0|0|7.957844929562318|0|9299.0|0
0|2020-07-25|8559.0|0|740.0|0|7.957844929562318|0|9299.0|0
0|2020-07-26|8559.0|0|740.0|0|7.957844929562318|0|9299.0|0
0|2020-07-27|8559.0|0|740.0|0|7.957844929562318|0|9299.0|0
0|2020-07-28|8559.0|0|740.0|0|7.957844929562318|0|9299.0|0
0|2020-07-29|8559.0|0|740.0|0|7.957844929562318|0|9299.0|0
0|2020-07-30|8559.0|0|740.0|0|7.957844929562318|0|9299.0|0
0|2020-07-31|8559.0|0|740.0|0|7.957844929562318|0|9299.0|0
0|2020-08-01|8694.0|0|635.0|0|6.806731696859256|0|9329.0|0
0|2020-08-02|8694.0|0|635.0|0|6.806731696859256|0|9329.0|0
0|2020-08-03|8694.0|0|635.0|0|6.806731696859256|0|9329.0|0
0|2020-08-04|8694.0|0|635.0|0|6.806731696859256|0|9329.0|0
0|2020-08-05|8694.0|0|635.0|0|6.806731696859256|0|9329.0|0
0|2020-08-06|8694.0|0|635.0|0|6.806731696859256|0|9329.0|0
0|2020-08-07|8694.0|0|635.0|0|6.806731696859256|0|9329.0|0
0|2020-08-08|8694.0|0|635.0|0|6.806731696859256|0|9329.0|0
0|2020-08-09|8694.0|0|635.0|0|6.806731696859256|0|9329.0|0
0|2020-08-10|8694.0|0|635.0|0|6.806731696859256|0|9329.0|0
0|2020-08-11|8694.0|0|635.0|0|6.806731696859256|0|9329.0|0
0|2020-08-12|8694.0|0|635.0|0|6.806731696859256|0|9329.0|0
0|2020-08-13|8694.0|0|635.0|0|6.806731696859256|0|9329.0|0
0|2020-08-14|8694.0|0|635.0|0|6.806731696859256|0|9329.0|0
0|2020-08-15|8694.0|0|635.0|0|6.806731696859256|0|9329.0|0
0|2020-08-16|8694.0|0|635.0|0|6.806731696859256|0|9329.0|0
0|2020-08-17|8694.0|0|635.0|0|6.806731696859256|0|9329.0|0
0|2020-08-18|8694.0|0|635.0|0|6.806731696859256|0|9329.0|0
0|2020-08-19|8694.0|0|635.0|0|6.806731696859256|0|9329.0|0
0|2020-08-20|8694.0|0|635.0|0|6.806731696859256|0|9329.0|0
0|2020-08-21|8694.0|0|635.0|0|6.806731696859256|0|9329.0|0
0|2020-08-22|8694.0|0|635.0|0|6.806731696859256|0|9329.0|0
0|2020-08-23|8694.0|0|635.0|0|6.806731696859256|0|9329.0|0
0|2020-08-24|8694.0|0|635.0|0|6.806731696859256|0|9329.0|0
0|2020-08-25|8694.0|0|635.0|0|6.806731696859256|0|9329.0|0
0|2020-08-26|8694.0|0|635.0|0|6.806731696859256|0|9329.0|0
0|2020-08-27|8694.0|0|635.0|0|6.806731696859256|0|9329.0|0
0|2020-08-28|8694.0|0|635.0|0|6.806731696859256|0|9329.0|0
0|2020-08-29|8694.0|0|635.0|0|6.806731696859256|0|9329.0|0
0|2020-08-30|8694.0|0|635.0|0|6.806731696859256|0|9329.0|0
0|2020-08-31|8694.0|0|635.0|0|6.806731696859256|0|9329.0|0
0|2020-09-01|8781.0|0|586.0|0|6.256005124372798|0|9367.0|0
0|2020-09-02|8781.0|0|586.0|0|6.256005124372798|0|9367.0|0
0|2020-09-03|8781.0|0|586.0|0|6.256005124372798|0|9367.0|0
0|2020-09-04|8781.0|0|586.0|0|6.256005124372798|0|9367.0|0
0|2020-09-05|8781.0|0|586.0|0|6.256005124372798|0|9367.0|0
0|2020-09-06|8781.0|0|586.0|0|6.256005124372798|0|9367.0|0
0|2020-09-07|8781.0|0|586.0|0|6.256005124372798|0|9367.0|0
0|2020-09-08|8781.0|0|586.0|0|6.256005124372798|0|9367.0|0
0|2020-09-09|8781.0|0|586.0|0|6.256005124372798|0|9367.0|0
0|2020-09-10|8781.0|0|586.0|0|6.256005124372798|0|9367.0|0
0|2020-09-11|8781.0|0|586.0|0|6.256005124372798|0|9367.0|0
0|2020-09-12|8781.0|0|586.0|0|6.256005124372798|0|9367.0|0
0|2020-09-13|8781.0|0|586.0|0|6.256005124372798|0|9367.0|0
0|2020-09-14|8781.0|0|586.0|0|6.256005124372798|0|9367.0|0
0|2020-09-15|8781.0|0|586.0|0|6.256005124372798|0|9367.0|0
0|2020-09-16|8781.0|0|586.0|0|6.256005124372798|0|9367.0|0
0|2020-09-17|8781.0|0|586.0|0|6.256005124372798|0|9367.0|0
0|2020-09-18|8781.0|0|586.0|0|6.256005124372798|0|9367.0|0
0|2020-09-19|8781.0|0|586.0|0|6.256005124372798|0|9367.0|0
0|2020-09-20|8781.0|0|586.0|0|6.256005124372798|0|9367.0|0
0|2020-09-21|8781.0|0|586.0|0|6.256005124372798|0|9367.0|0
0|2020-09-22|8781.0|0|586.0|0|6.256005124372798|0|9367.0|0
0|2020-09-23|8781.0|0|586.0|0|6.256005124372798|0|9367.0|0
0|2020-09-24|8781.0|0|586.0|0|6.256005124372798|0|9367.0|0
0|2020-09-25|8781.0|0|586.0|0|6.256005124372798|0|9367.0|0
0|2020-09-26|8781.0|0|586.0|0|6.256005124372798|0|9367.0|0
0|2020-09-27|8781.0|0|586.0|0|6.256005124372798|0|9367.0|0
0|2020-09-28|8781.0|0|586.0|0|6.256005124372798|0|9367.0|0
0|2020-09-29|8781.0|0|586.0|0|6.256005124372798|0|9367.0|0
0|2020-09-30|8781.0|0|586.0|0|6.256005124372798|0|9367.0|0
0|2020-10-01|9495.0|0|547.0|0|5.447122087233619|0|10042.0|0
0|2020-10-02|9495.0|0|547.0|0|5.447122087233619|0|10042.0|0
0|2020-10-03|9495.0|0|547.0|0|5.447122087233619|0|10042.0|0
0|2020-10-04|9495.0|0|547.0|0|5.447122087233619|0|10042.0|0
0|2020-10-05|9495.0|0|547.0|0|5.447122087233619|0|10042.0|0
0|2020-10-06|9495.0|0|547.0|0|5.447122087233619|0|10042.0|0
0|2020-10-07|9495.0|0|547.0|0|5.447122087233619|0|10042.0|0
0|2020-10-08|9495.0|0|547.0|0|5.447122087233619|0|10042.0|0
0|2020-10-09|9495.0|0|547.0|0|5.447122087233619|0|10042.0|0
0|2020-10-10|9495.0|0|547.0|0|5.447122087233619|0|10042.0|0
0|2020-10-11|9495.0|0|547.0|0|5.447122087233619|0|10042.0|0
0|2020-10-12|9495.0|0|547.0|0|5.447122087233619|0|10042.0|0
0|2020-10-13|9495.0|0|547.0|0|5.447122087233619|0|10042.0|0
0|2020-10-14|9495.0|0|547.0|0|5.447122087233619|0|10042.0|0
0|2020-10-15|9495.0|0|547.0|0|5.447122087233619|0|10042.0|0
0|2020-10-16|9495.0|0|547.0|0|5.447122087233619|0|10042.0|0
0|2020-10-17|9495.0|0|547.0|0|5.447122087233619|0|10042.0|0
0|2020-10-18|9495.0|0|547.0|0|5.447122087233619|0|10042.0|0
0|2020-10-19|9495.0|0|547.0|0|5.447122087233619|0|10042.0|0
0|2020-10-20|9495.0|0|547.0|0|5.447122087233619|0|10042.0|0
0|2020-10-21|9495.0|0|547.0|0|5.447122087233619|0|10042.0|0
0|2020-10-22|9495.0|0|547.0|0|5.447122087233619|0|10042.0|0
0|2020-10-23|9495.0|0|547.0|0|5.447122087233619|0|10042.0|0
0|2020-10-24|9495.0|0|547.0|0|5.447122087233619|0|10042.0|0
0|2020-10-25|9495.0|0|547.0|0|5.447122087233619|0|10042.0|0
0|2020-10-26|9495.0|0|547.0|0|5.447122087233619|0|10042.0|0
0|2020-10-27|9495.0|0|547.0|0|5.447122087233619|0|10042.0|0
0|2020-10-28|9495.0|0|547.0|0|5.447122087233619|0|10042.0|0
0|2020-10-29|9495.0|0|547.0|0|5.447122087233619|0|10042.0|0
0|2020-10-30|9495.0|0|547.0|0|5.447122087233619|0|10042.0|0
0|2020-10-31|9495.0|0|547.0|0|5.447122087233619|0|10042.0|0
0|2020-11-01|9380.0|0|492.0|0|4.983792544570503|0|9872.0|0
0|2020-11-02|9380.0|0|492.0|0|4.983792544570503|0|9872.0|0
0|2020-11-03|9380.0|0|492.0|0|4.983792544570503|0|9872.0|0
0|2020-11-04|9380.0|0|492.0|0|4.983792544570503|0|9872.0|0
0|2020-11-05|9380.0|0|492.0|0|4.983792544570503|0|9872.0|0
0|2020-11-06|9380.0|0|492.0|0|4.983792544570503|0|9872.0|0
0|2020-11-07|9380.0|0|492.0|0|4.983792544570503|0|9872.0|0
0|2020-11-08|9380.0|0|492.0|0|4.983792544570503|0|9872.0|0
0|2020-11-09|9380.0|0|492.0|0|4.983792544570503|0|9872.0|0
0|2020-11-10|9380.0|0|492.0|0|4.983792544570503|0|9872.0|0
0|2020-11-11|9380.0|0|492.0|0|4.983792544570503|0|9872.0|0
0|2020-11-12|9380.0|0|492.0|0|4.983792544570503|0|9872.0|0
0|2020-11-13|9380.0|0|492.0|0|4.983792544570503|0|9872.0|0
0|2020-11-14|9380.0|0|492.0|0|4.983792544570503|0|9872.0|0
0|2020-11-15|9380.0|0|492.0|0|4.983792544570503|0|9872.0|0
0|2020-11-16|9380.0|0|492.0|0|4.983792544570503|0|9872.0|0
0|2020-11-17|9380.0|0|492.0|0|4.983792544570503|0|9872.0|0
0|2020-11-18|9380.0|0|492.0|0|4.983792544570503|0|9872.0|0
0|2020-11-19|9380.0|0|492.0|0|4.983792544570503|0|9872.0|0
0|2020-11-20|9380.0|0|492.0|0|4.983792544570503|0|9872.0|0
0|2020-11-21|9380.0|0|492.0|0|4.983792544570503|0|9872.0|0
0|2020-11-22|9380.0|0|492.0|0|4.983792544570503|0|9872.0|0
0|2020-11-23|9380.0|0|492.0|0|4.983792544570503|0|9872.0|0
0|2020-11-24|9380.0|0|492.0|0|4.983792544570503|0|9872.0|0
0|2020-11-25|9380.0|0|492.0|0|4.983792544570503|0|9872.0|0
0|2020-11-26|9380.0|0|492.0|0|4.983792544570503|0|9872.0|0
0|2020-11-27|9380.0|0|492.0|0|4.983792544570503|0|9872.0|0
0|2020-11-28|9380.0|0|492.0|0|4.983792544570503|0|9872.0|0
0|2020-11-29|9380.0|0|492.0|0|4.983792544570503|0|9872.0|0
0|2020-11-30|9380.0|0|492.0|0|4.983792544570503|0|9872.0|0
0|2020-12-01|8684.0|0|627.0|0|6.733970572441199|0|9311.0|0
0|2020-12-02|8684.0|0|627.0|0|6.733970572441199|0|9311.0|0
0|2020-12-03|8684.0|0|627.0|0|6.733970572441199|0|9311.0|0
0|2020-12-04|8684.0|0|627.0|0|6.733970572441199|0|9311.0|0
0|2020-12-05|8684.0|0|627.0|0|6.733970572441199|0|9311.0|0
0|2020-12-06|8684.0|0|627.0|0|6.733970572441199|0|9311.0|0
0|2020-12-07|8684.0|0|627.0|0|6.733970572441199|0|9311.0|0
0|2020-12-08|8684.0|0|627.0|0|6.733970572441199|0|9311.0|0
0|2020-12-09|8684.0|0|627.0|0|6.733970572441199|0|9311.0|0
0|2020-12-10|8684.0|0|627.0|0|6.733970572441199|0|9311.0|0
