|dates|Morgan_Kentucky_UnitedStates.BLS_EmployedPopulation.data|Morgan_Kentucky_UnitedStates.BLS_EmployedPopulation.missing|Morgan_Kentucky_UnitedStates.BLS_UnemployedPopulation.data|Morgan_Kentucky_UnitedStates.BLS_UnemployedPopulation.missing|Morgan_Kentucky_UnitedStates.BLS_UnemploymentRate.data|Morgan_Kentucky_UnitedStates.BLS_UnemploymentRate.missing|Morgan_Kentucky_UnitedStates.BLS_LaborForcePopulation.data|Morgan_Kentucky_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|4253.5|0|331.0|0|7.219980368633439|0|4584.5|0
0|2020-01-02|4253.5|0|331.0|0|7.219980368633439|0|4584.5|0
0|2020-01-03|4253.5|0|331.0|0|7.219980368633439|0|4584.5|0
0|2020-01-04|4253.5|0|331.0|0|7.219980368633439|0|4584.5|0
0|2020-01-05|4253.5|0|331.0|0|7.219980368633439|0|4584.5|0
0|2020-01-06|4253.5|0|331.0|0|7.219980368633439|0|4584.5|0
0|2020-01-07|4253.5|0|331.0|0|7.219980368633439|0|4584.5|0
0|2020-01-08|4253.5|0|331.0|0|7.219980368633439|0|4584.5|0
0|2020-01-09|4253.5|0|331.0|0|7.219980368633439|0|4584.5|0
0|2020-01-10|4253.5|0|331.0|0|7.219980368633439|0|4584.5|0
0|2020-01-11|4253.5|0|331.0|0|7.219980368633439|0|4584.5|0
0|2020-01-12|4253.5|0|331.0|0|7.219980368633439|0|4584.5|0
0|2020-01-13|4253.5|0|331.0|0|7.219980368633439|0|4584.5|0
0|2020-01-14|4253.5|0|331.0|0|7.219980368633439|0|4584.5|0
0|2020-01-15|4253.5|0|331.0|0|7.219980368633439|0|4584.5|0
0|2020-01-16|4253.5|0|331.0|0|7.219980368633439|0|4584.5|0
0|2020-01-17|4253.5|0|331.0|0|7.219980368633439|0|4584.5|0
0|2020-01-18|4253.5|0|331.0|0|7.219980368633439|0|4584.5|0
0|2020-01-19|4253.5|0|331.0|0|7.219980368633439|0|4584.5|0
0|2020-01-20|4253.5|0|331.0|0|7.219980368633439|0|4584.5|0
0|2020-01-21|4253.5|0|331.0|0|7.219980368633439|0|4584.5|0
0|2020-01-22|4253.5|0|331.0|0|7.219980368633439|0|4584.5|0
0|2020-01-23|4253.5|0|331.0|0|7.219980368633439|0|4584.5|0
0|2020-01-24|4253.5|0|331.0|0|7.219980368633439|0|4584.5|0
0|2020-01-25|4253.5|0|331.0|0|7.219980368633439|0|4584.5|0
0|2020-01-26|4253.5|0|331.0|0|7.219980368633439|0|4584.5|0
0|2020-01-27|4253.5|0|331.0|0|7.219980368633439|0|4584.5|0
0|2020-01-28|4253.5|0|331.0|0|7.219980368633439|0|4584.5|0
0|2020-01-29|4253.5|0|331.0|0|7.219980368633439|0|4584.5|0
0|2020-01-30|4253.5|0|331.0|0|7.219980368633439|0|4584.5|0
0|2020-01-31|4253.5|0|331.0|0|7.219980368633439|0|4584.5|0
0|2020-02-01|4269.0|0|309.5|0|6.759855847985148|0|4578.5|0
0|2020-02-02|4269.0|0|309.5|0|6.759855847985148|0|4578.5|0
0|2020-02-03|4269.0|0|309.5|0|6.759855847985148|0|4578.5|0
0|2020-02-04|4269.0|0|309.5|0|6.759855847985148|0|4578.5|0
0|2020-02-05|4269.0|0|309.5|0|6.759855847985148|0|4578.5|0
0|2020-02-06|4269.0|0|309.5|0|6.759855847985148|0|4578.5|0
0|2020-02-07|4269.0|0|309.5|0|6.759855847985148|0|4578.5|0
0|2020-02-08|4269.0|0|309.5|0|6.759855847985148|0|4578.5|0
0|2020-02-09|4269.0|0|309.5|0|6.759855847985148|0|4578.5|0
0|2020-02-10|4269.0|0|309.5|0|6.759855847985148|0|4578.5|0
0|2020-02-11|4269.0|0|309.5|0|6.759855847985148|0|4578.5|0
0|2020-02-12|4269.0|0|309.5|0|6.759855847985148|0|4578.5|0
0|2020-02-13|4269.0|0|309.5|0|6.759855847985148|0|4578.5|0
0|2020-02-14|4269.0|0|309.5|0|6.759855847985148|0|4578.5|0
0|2020-02-15|4269.0|0|309.5|0|6.759855847985148|0|4578.5|0
0|2020-02-16|4269.0|0|309.5|0|6.759855847985148|0|4578.5|0
0|2020-02-17|4269.0|0|309.5|0|6.759855847985148|0|4578.5|0
0|2020-02-18|4269.0|0|309.5|0|6.759855847985148|0|4578.5|0
0|2020-02-19|4269.0|0|309.5|0|6.759855847985148|0|4578.5|0
0|2020-02-20|4269.0|0|309.5|0|6.759855847985148|0|4578.5|0
0|2020-02-21|4269.0|0|309.5|0|6.759855847985148|0|4578.5|0
0|2020-02-22|4269.0|0|309.5|0|6.759855847985148|0|4578.5|0
0|2020-02-23|4269.0|0|309.5|0|6.759855847985148|0|4578.5|0
0|2020-02-24|4269.0|0|309.5|0|6.759855847985148|0|4578.5|0
0|2020-02-25|4269.0|0|309.5|0|6.759855847985148|0|4578.5|0
0|2020-02-26|4269.0|0|309.5|0|6.759855847985148|0|4578.5|0
0|2020-02-27|4269.0|0|309.5|0|6.759855847985148|0|4578.5|0
0|2020-02-28|4269.0|0|309.5|0|6.759855847985148|0|4578.5|0
0|2020-02-29|4269.0|0|309.5|0|6.759855847985148|0|4578.5|0
0|2020-03-01|4220.0|0|335.5|0|7.364723960048293|0|4555.5|0
0|2020-03-02|4220.0|0|335.5|0|7.364723960048293|0|4555.5|0
0|2020-03-03|4220.0|0|335.5|0|7.364723960048293|0|4555.5|0
0|2020-03-04|4220.0|0|335.5|0|7.364723960048293|0|4555.5|0
0|2020-03-05|4220.0|0|335.5|0|7.364723960048293|0|4555.5|0
0|2020-03-06|4220.0|0|335.5|0|7.364723960048293|0|4555.5|0
0|2020-03-07|4220.0|0|335.5|0|7.364723960048293|0|4555.5|0
0|2020-03-08|4220.0|0|335.5|0|7.364723960048293|0|4555.5|0
0|2020-03-09|4220.0|0|335.5|0|7.364723960048293|0|4555.5|0
0|2020-03-10|4220.0|0|335.5|0|7.364723960048293|0|4555.5|0
0|2020-03-11|4220.0|0|335.5|0|7.364723960048293|0|4555.5|0
0|2020-03-12|4220.0|0|335.5|0|7.364723960048293|0|4555.5|0
0|2020-03-13|4220.0|0|335.5|0|7.364723960048293|0|4555.5|0
0|2020-03-14|4220.0|0|335.5|0|7.364723960048293|0|4555.5|0
0|2020-03-15|4220.0|0|335.5|0|7.364723960048293|0|4555.5|0
0|2020-03-16|4220.0|0|335.5|0|7.364723960048293|0|4555.5|0
0|2020-03-17|4220.0|0|335.5|0|7.364723960048293|0|4555.5|0
0|2020-03-18|4220.0|0|335.5|0|7.364723960048293|0|4555.5|0
0|2020-03-19|4220.0|0|335.5|0|7.364723960048293|0|4555.5|0
0|2020-03-20|4220.0|0|335.5|0|7.364723960048293|0|4555.5|0
0|2020-03-21|4220.0|0|335.5|0|7.364723960048293|0|4555.5|0
0|2020-03-22|4220.0|0|335.5|0|7.364723960048293|0|4555.5|0
0|2020-03-23|4220.0|0|335.5|0|7.364723960048293|0|4555.5|0
0|2020-03-24|4220.0|0|335.5|0|7.364723960048293|0|4555.5|0
0|2020-03-25|4220.0|0|335.5|0|7.364723960048293|0|4555.5|0
0|2020-03-26|4220.0|0|335.5|0|7.364723960048293|0|4555.5|0
0|2020-03-27|4220.0|0|335.5|0|7.364723960048293|0|4555.5|0
0|2020-03-28|4220.0|0|335.5|0|7.364723960048293|0|4555.5|0
0|2020-03-29|4220.0|0|335.5|0|7.364723960048293|0|4555.5|0
0|2020-03-30|4220.0|0|335.5|0|7.364723960048293|0|4555.5|0
0|2020-03-31|4220.0|0|335.5|0|7.364723960048293|0|4555.5|0
0|2020-04-01|4007.5|0|576.0|0|12.566815752154467|0|4583.5|0
0|2020-04-02|4007.5|0|576.0|0|12.566815752154467|0|4583.5|0
0|2020-04-03|4007.5|0|576.0|0|12.566815752154467|0|4583.5|0
0|2020-04-04|4007.5|0|576.0|0|12.566815752154467|0|4583.5|0
0|2020-04-05|4007.5|0|576.0|0|12.566815752154467|0|4583.5|0
0|2020-04-06|4007.5|0|576.0|0|12.566815752154467|0|4583.5|0
0|2020-04-07|4007.5|0|576.0|0|12.566815752154467|0|4583.5|0
0|2020-04-08|4007.5|0|576.0|0|12.566815752154467|0|4583.5|0
0|2020-04-09|4007.5|0|576.0|0|12.566815752154467|0|4583.5|0
0|2020-04-10|4007.5|0|576.0|0|12.566815752154467|0|4583.5|0
0|2020-04-11|4007.5|0|576.0|0|12.566815752154467|0|4583.5|0
0|2020-04-12|4007.5|0|576.0|0|12.566815752154467|0|4583.5|0
0|2020-04-13|4007.5|0|576.0|0|12.566815752154467|0|4583.5|0
0|2020-04-14|4007.5|0|576.0|0|12.566815752154467|0|4583.5|0
0|2020-04-15|4007.5|0|576.0|0|12.566815752154467|0|4583.5|0
0|2020-04-16|4007.5|0|576.0|0|12.566815752154467|0|4583.5|0
0|2020-04-17|4007.5|0|576.0|0|12.566815752154467|0|4583.5|0
0|2020-04-18|4007.5|0|576.0|0|12.566815752154467|0|4583.5|0
0|2020-04-19|4007.5|0|576.0|0|12.566815752154467|0|4583.5|0
0|2020-04-20|4007.5|0|576.0|0|12.566815752154467|0|4583.5|0
0|2020-04-21|4007.5|0|576.0|0|12.566815752154467|0|4583.5|0
0|2020-04-22|4007.5|0|576.0|0|12.566815752154467|0|4583.5|0
0|2020-04-23|4007.5|0|576.0|0|12.566815752154467|0|4583.5|0
0|2020-04-24|4007.5|0|576.0|0|12.566815752154467|0|4583.5|0
0|2020-04-25|4007.5|0|576.0|0|12.566815752154467|0|4583.5|0
0|2020-04-26|4007.5|0|576.0|0|12.566815752154467|0|4583.5|0
0|2020-04-27|4007.5|0|576.0|0|12.566815752154467|0|4583.5|0
0|2020-04-28|4007.5|0|576.0|0|12.566815752154467|0|4583.5|0
0|2020-04-29|4007.5|0|576.0|0|12.566815752154467|0|4583.5|0
0|2020-04-30|4007.5|0|576.0|0|12.566815752154467|0|4583.5|0
0|2020-05-01|4162.0|0|400.0|0|8.768084173608067|0|4562.0|0
0|2020-05-02|4162.0|0|400.0|0|8.768084173608067|0|4562.0|0
0|2020-05-03|4162.0|0|400.0|0|8.768084173608067|0|4562.0|0
0|2020-05-04|4162.0|0|400.0|0|8.768084173608067|0|4562.0|0
0|2020-05-05|4162.0|0|400.0|0|8.768084173608067|0|4562.0|0
0|2020-05-06|4162.0|0|400.0|0|8.768084173608067|0|4562.0|0
0|2020-05-07|4162.0|0|400.0|0|8.768084173608067|0|4562.0|0
0|2020-05-08|4162.0|0|400.0|0|8.768084173608067|0|4562.0|0
0|2020-05-09|4162.0|0|400.0|0|8.768084173608067|0|4562.0|0
0|2020-05-10|4162.0|0|400.0|0|8.768084173608067|0|4562.0|0
0|2020-05-11|4162.0|0|400.0|0|8.768084173608067|0|4562.0|0
0|2020-05-12|4162.0|0|400.0|0|8.768084173608067|0|4562.0|0
0|2020-05-13|4162.0|0|400.0|0|8.768084173608067|0|4562.0|0
0|2020-05-14|4162.0|0|400.0|0|8.768084173608067|0|4562.0|0
0|2020-05-15|4162.0|0|400.0|0|8.768084173608067|0|4562.0|0
0|2020-05-16|4162.0|0|400.0|0|8.768084173608067|0|4562.0|0
0|2020-05-17|4162.0|0|400.0|0|8.768084173608067|0|4562.0|0
0|2020-05-18|4162.0|0|400.0|0|8.768084173608067|0|4562.0|0
0|2020-05-19|4162.0|0|400.0|0|8.768084173608067|0|4562.0|0
0|2020-05-20|4162.0|0|400.0|0|8.768084173608067|0|4562.0|0
0|2020-05-21|4162.0|0|400.0|0|8.768084173608067|0|4562.0|0
0|2020-05-22|4162.0|0|400.0|0|8.768084173608067|0|4562.0|0
0|2020-05-23|4162.0|0|400.0|0|8.768084173608067|0|4562.0|0
0|2020-05-24|4162.0|0|400.0|0|8.768084173608067|0|4562.0|0
0|2020-05-25|4162.0|0|400.0|0|8.768084173608067|0|4562.0|0
0|2020-05-26|4162.0|0|400.0|0|8.768084173608067|0|4562.0|0
0|2020-05-27|4162.0|0|400.0|0|8.768084173608067|0|4562.0|0
0|2020-05-28|4162.0|0|400.0|0|8.768084173608067|0|4562.0|0
0|2020-05-29|4162.0|0|400.0|0|8.768084173608067|0|4562.0|0
0|2020-05-30|4162.0|0|400.0|0|8.768084173608067|0|4562.0|0
0|2020-05-31|4162.0|0|400.0|0|8.768084173608067|0|4562.0|0
0|2020-06-01|4061.0|0|244.0|0|5.667828106852497|0|4305.0|0
0|2020-06-02|4061.0|0|244.0|0|5.667828106852497|0|4305.0|0
0|2020-06-03|4061.0|0|244.0|0|5.667828106852497|0|4305.0|0
0|2020-06-04|4061.0|0|244.0|0|5.667828106852497|0|4305.0|0
0|2020-06-05|4061.0|0|244.0|0|5.667828106852497|0|4305.0|0
0|2020-06-06|4061.0|0|244.0|0|5.667828106852497|0|4305.0|0
0|2020-06-07|4061.0|0|244.0|0|5.667828106852497|0|4305.0|0
0|2020-06-08|4061.0|0|244.0|0|5.667828106852497|0|4305.0|0
0|2020-06-09|4061.0|0|244.0|0|5.667828106852497|0|4305.0|0
0|2020-06-10|4061.0|0|244.0|0|5.667828106852497|0|4305.0|0
0|2020-06-11|4061.0|0|244.0|0|5.667828106852497|0|4305.0|0
0|2020-06-12|4061.0|0|244.0|0|5.667828106852497|0|4305.0|0
0|2020-06-13|4061.0|0|244.0|0|5.667828106852497|0|4305.0|0
0|2020-06-14|4061.0|0|244.0|0|5.667828106852497|0|4305.0|0
0|2020-06-15|4061.0|0|244.0|0|5.667828106852497|0|4305.0|0
