|dates|SanSaba_Texas_UnitedStates.AveragePrecipitationTotal.data|SanSaba_Texas_UnitedStates.AveragePrecipitationTotal.missing|SanSaba_Texas_UnitedStates.AveragePrecipitation.data|SanSaba_Texas_UnitedStates.AveragePrecipitation.missing|SanSaba_Texas_UnitedStates.AverageWindDirection.data|SanSaba_Texas_UnitedStates.AverageWindDirection.missing|SanSaba_Texas_UnitedStates.AverageWindSpeed.data|SanSaba_Texas_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|0|0.0|0|175.78125|0|6.489583333333333|0
