|dates|Maverick_Texas_UnitedStates.AveragePrecipitationTotal.data|Maverick_Texas_UnitedStates.AveragePrecipitationTotal.missing|Maverick_Texas_UnitedStates.AveragePrecipitation.data|Maverick_Texas_UnitedStates.AveragePrecipitation.missing|Maverick_Texas_UnitedStates.AverageWindDirection.data|Maverick_Texas_UnitedStates.AverageWindDirection.missing|Maverick_Texas_UnitedStates.AverageWindSpeed.data|Maverick_Texas_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|110.0|0|6.416666666666667|0
0|2020-01-02|0.0|0|0.0|0|84.58333333333333|0|3.7708333333333335|0
0|2020-01-03|0.0|0|0.0|0|207.91666666666666|0|10.375|0
0|2020-01-04|0.0|0|0.0|0|121.04166666666667|0|3.8333333333333335|0
0|2020-01-05|0.0|0|0.0|0|12.916666666666666|0|0.7083333333333334|0
0|2020-01-06|0.0|0|0.0|0|125.20833333333333|0|3.5833333333333335|0
0|2020-01-07|0.0|0|0.0|0|219.375|0|7.0|0
0|2020-01-08|0.0|0|0.0|0|120.0|0|10.6875|0
0|2020-01-09|0.0|0|0.0|0|120.0|0|8.104166666666666|0
0|2020-01-10|0.0|0|0.0|0|196.45833333333334|0|12.0625|0
0|2020-01-11|0.0|0|0.0|0|201.25|0|11.354166666666666|0
0|2020-01-12|0.0|0|0.0|0|82.5|0|6.229166666666667|0
0|2020-01-13|0.0|0|0.0|0|90.0|0|5.25|0
0|2020-01-14|0.0|0|0.0|0|69.375|0|4.666666666666667|0
0|2020-01-15|0.0|0|0.0|0|70.625|0|4.979166666666667|0
0|2020-01-16|0.0|0|0.0|0|162.5|0|10.229166666666666|0
0|2020-01-17|0.0|0|0.0|0|206.25|0|9.604166666666666|0
0|2020-01-18|0.0|0|0.0|0|237.5|0|8.854166666666666|0
0|2020-01-19|0.0|0|0.0|0|208.75|0|7.708333333333333|0
0|2020-01-20|0.0|0|0.0|0|91.875|0|6.375|0
0|2020-01-21|0.0|0|0.0|0|120.0|0|10.0625|0
0|2020-01-22|0.0|0|0.0|0|88.75|0|5.395833333333333|0
0|2020-01-23|0.0|0|0.0|0|185.625|0|6.958333333333333|0
0|2020-01-24|0.0|0|0.0|0|70.41666666666667|0|4.541666666666667|0
0|2020-01-25|0.0|0|0.0|0|87.5|0|5.395833333333333|0
0|2020-01-26|0.0|0|0.0|0|100.0|0|2.8333333333333335|0
0|2020-01-27|0.0|0|0.0|0|82.5|0|7.291666666666667|0
0|2020-01-28|0.0|0|0.0|0|226.25|0|16.708333333333332|0
0|2020-01-29|0.0|0|0.0|0|166.875|0|9.229166666666666|0
0|2020-01-30|0.0|0|0.0|0|13.125|0|2.6666666666666665|0
0|2020-01-31|0.0|0|0.0|0|159.58333333333334|0|4.416666666666667|0
0|2020-02-01|0.0|0|0.0|0|97.91666666666667|0|2.7916666666666665|0
0|2020-02-02|0.0|0|0.0|0|52.5|0|3.3125|0
0|2020-02-03|0.0|0|0.0|0|120.0|0|8.0|0
0|2020-02-04|0.0|0|0.0|0|75.0|0|5.0|0
0|2020-02-05|0.0|0|0.0|0|264.375|0|15.416666666666666|0
0|2020-02-06|0.0|0|0.0|0|114.375|0|5.916666666666667|0
0|2020-02-07|0.0|0|0.0|0|19.583333333333332|0|1.0833333333333333|0
0|2020-02-08|0.0|0|0.0|0|75.41666666666667|0|7.0|0
0|2020-02-09|0.0|0|0.0|0|105.83333333333333|0|8.208333333333334|0
0|2020-02-10|0.0|0|0.0|0|159.375|0|10.6875|0
0|2020-02-11|0.0|0|0.0|0|276.0416666666667|0|12.875|0
0|2020-02-12|0.0|0|0.0|0|318.75|0|12.520833333333334|0
0|2020-02-13|0.0|0|0.0|0|205.0|0|5.083333333333333|0
0|2020-02-14|0.0|0|0.0|0|103.75|0|7.458333333333333|0
0|2020-02-15|0.0|0|0.0|0|92.5|0|6.375|0
0|2020-02-16|0.0|0|0.0|0|37.083333333333336|0|2.5833333333333335|0
0|2020-02-17|0.0|0|0.0|0|113.75|0|8.083333333333334|0
0|2020-02-18|0.0|0|0.0|0|218.75|0|11.708333333333334|0
0|2020-02-19|0.0|0|0.0|0|188.54166666666666|0|10.3125|0
0|2020-02-20|0.0|0|0.0|0|252.91666666666666|0|12.354166666666666|0
0|2020-02-21|0.0|0|0.0|0|133.125|0|4.666666666666667|0
0|2020-02-22|0.0|0|0.0|0|83.33333333333333|0|8.729166666666666|0
0|2020-02-23|0.0|0|0.0|0|120.0|0|9.229166666666666|0
0|2020-02-24|0.0|0|0.0|0|187.5|0|7.25|0
0|2020-02-25|0.0|0|0.0|0|243.75|0|15.416666666666666|0
0|2020-02-26|0.0|0|0.0|0|320.625|0|20.416666666666668|0
0|2020-02-27|0.0|0|0.0|0|181.875|0|8.458333333333334|0
0|2020-02-28|0.0|0|0.0|0|114.16666666666667|0|6.729166666666667|0
0|2020-02-29|0.0|0|0.0|0|121.66666666666667|0|9.770833333333334|0
0|2020-03-01|0.0|0|0.0|0|74.16666666666667|0|5.895833333333333|0
0|2020-03-02|0.0|0|0.0|0|197.29166666666666|0|6.541666666666667|0
0|2020-03-03|0.0|0|0.0|0|143.75|0|6.333333333333333|0
0|2020-03-04|0.0|0|0.0|0|223.125|0|13.5625|0
0|2020-03-05|0.0|0|0.0|0|215.625|0|9.375|0
0|2020-03-06|0.0|0|0.0|0|72.91666666666667|0|7.125|0
0|2020-03-07|0.0|0|0.0|0|116.25|0|11.666666666666666|0
0|2020-03-08|0.0|0|0.0|0|118.33333333333333|0|12.916666666666666|0
0|2020-03-09|0.0|0|0.0|0|182.5|0|9.6875|0
0|2020-03-10|0.0|0|0.0|0|199.16666666666666|0|7.041666666666667|0
0|2020-03-11|0.0|0|0.0|0|131.875|0|8.479166666666666|0
0|2020-03-12|0.0|0|0.0|0|120.0|0|9.291666666666666|0
0|2020-03-13|0.0|0|0.0|0|150.83333333333334|0|5.75|0
0|2020-03-14|0.0|0|0.0|0|235.20833333333334|0|6.333333333333333|0
0|2020-03-15|0.0|0|0.0|0|188.33333333333334|0|8.833333333333334|0
0|2020-03-16|0.0|0|0.0|0|120.0|0|7.708333333333333|0
0|2020-03-17|0.0|0|0.0|0|120.0|0|9.5|0
0|2020-03-18|0.0|0|0.0|0|120.0|0|11.333333333333334|0
0|2020-03-19|0.0|0|0.0|0|76.66666666666667|0|12.270833333333334|0
0|2020-03-20|0.0|0|0.0|0|100.41666666666667|0|14.8125|0
0|2020-03-21|0.0|0|0.0|0|53.541666666666664|0|10.895833333333334|0
0|2020-03-22|0.0|0|0.0|0|165.83333333333334|0|7.5|0
0|2020-03-23|0.0|0|0.0|0|106.875|0|9.020833333333334|0
0|2020-03-24|0.0|0|0.0|0|248.95833333333334|0|9.0625|0
0|2020-03-25|0.0|0|0.0|0|175.0|0|9.354166666666666|0
0|2020-03-26|0.0|0|0.0|0|116.25|0|13.208333333333334|0
0|2020-03-27|0.0|0|0.0|0|109.79166666666667|0|10.479166666666666|0
0|2020-03-28|0.0|0|0.0|0|228.75|0|13.25|0
0|2020-03-29|0.0|0|0.0|0|185.41666666666666|0|10.458333333333334|0
0|2020-03-30|0.0|0|0.0|0|113.125|0|8.9375|0
0|2020-03-31|0.0|0|0.0|0|152.5|0|7.458333333333333|0
0|2020-04-01|0.0|0|0.0|0|86.25|0|11.229166666666666|0
0|2020-04-02|0.0|0|0.0|0|110.0|0|10.125|0
0|2020-04-03|0.0|0|0.0|0|180.0|0|9.479166666666666|0
0|2020-04-04|0.0|0|0.0|0|317.0833333333333|0|11.791666666666666|0
