|dates|Calhoun_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Calhoun_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Calhoun_Arkansas_UnitedStates.Male_Total_Population.data|Calhoun_Arkansas_UnitedStates.Male_Total_Population.missing|Calhoun_Arkansas_UnitedStates.Female_Total_Population.data|Calhoun_Arkansas_UnitedStates.Female_Total_Population.missing|Calhoun_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Calhoun_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1137.0|0|2662.0|0|2615.0|0|995.0|0
