|dates|Etowah_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Etowah_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Etowah_Alabama_UnitedStates.Male_Total_Population.data|Etowah_Alabama_UnitedStates.Male_Total_Population.missing|Etowah_Alabama_UnitedStates.Female_Total_Population.data|Etowah_Alabama_UnitedStates.Female_Total_Population.missing|Etowah_Alabama_UnitedStates.MaleAndFemale_Under18_Population.data|Etowah_Alabama_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|19487.0|0|49653.0|0|52848.0|0|21997.0|0
