|dates|McHenry_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|McHenry_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|McHenry_Illinois_UnitedStates.Male_Total_Population.data|McHenry_Illinois_UnitedStates.Male_Total_Population.missing|McHenry_Illinois_UnitedStates.Female_Total_Population.data|McHenry_Illinois_UnitedStates.Female_Total_Population.missing|McHenry_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|McHenry_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|45024.0|0|153614.0|0|154956.0|0|72396.0|0
