|dates|Furnas_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Furnas_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Furnas_Nebraska_UnitedStates.Male_Total_Population.data|Furnas_Nebraska_UnitedStates.Male_Total_Population.missing|Furnas_Nebraska_UnitedStates.Female_Total_Population.data|Furnas_Nebraska_UnitedStates.Female_Total_Population.missing|Furnas_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Furnas_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1181.0|0|2348.0|0|2367.0|0|1030.0|0
