|dates|Iron_Utah_UnitedStates.BLS_EmployedPopulation.data|Iron_Utah_UnitedStates.BLS_EmployedPopulation.missing|Iron_Utah_UnitedStates.BLS_UnemployedPopulation.data|Iron_Utah_UnitedStates.BLS_UnemployedPopulation.missing|Iron_Utah_UnitedStates.BLS_UnemploymentRate.data|Iron_Utah_UnitedStates.BLS_UnemploymentRate.missing|Iron_Utah_UnitedStates.BLS_LaborForcePopulation.data|Iron_Utah_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|24095.5|0|729.0|0|2.9366150375636972|0|24824.5|0
0|2020-01-02|24095.5|0|729.0|0|2.9366150375636972|0|24824.5|0
0|2020-01-03|24095.5|0|729.0|0|2.9366150375636972|0|24824.5|0
0|2020-01-04|24095.5|0|729.0|0|2.9366150375636972|0|24824.5|0
0|2020-01-05|24095.5|0|729.0|0|2.9366150375636972|0|24824.5|0
0|2020-01-06|24095.5|0|729.0|0|2.9366150375636972|0|24824.5|0
0|2020-01-07|24095.5|0|729.0|0|2.9366150375636972|0|24824.5|0
0|2020-01-08|24095.5|0|729.0|0|2.9366150375636972|0|24824.5|0
0|2020-01-09|24095.5|0|729.0|0|2.9366150375636972|0|24824.5|0
0|2020-01-10|24095.5|0|729.0|0|2.9366150375636972|0|24824.5|0
0|2020-01-11|24095.5|0|729.0|0|2.9366150375636972|0|24824.5|0
0|2020-01-12|24095.5|0|729.0|0|2.9366150375636972|0|24824.5|0
0|2020-01-13|24095.5|0|729.0|0|2.9366150375636972|0|24824.5|0
0|2020-01-14|24095.5|0|729.0|0|2.9366150375636972|0|24824.5|0
0|2020-01-15|24095.5|0|729.0|0|2.9366150375636972|0|24824.5|0
0|2020-01-16|24095.5|0|729.0|0|2.9366150375636972|0|24824.5|0
0|2020-01-17|24095.5|0|729.0|0|2.9366150375636972|0|24824.5|0
0|2020-01-18|24095.5|0|729.0|0|2.9366150375636972|0|24824.5|0
0|2020-01-19|24095.5|0|729.0|0|2.9366150375636972|0|24824.5|0
0|2020-01-20|24095.5|0|729.0|0|2.9366150375636972|0|24824.5|0
0|2020-01-21|24095.5|0|729.0|0|2.9366150375636972|0|24824.5|0
0|2020-01-22|24095.5|0|729.0|0|2.9366150375636972|0|24824.5|0
0|2020-01-23|24095.5|0|729.0|0|2.9366150375636972|0|24824.5|0
0|2020-01-24|24095.5|0|729.0|0|2.9366150375636972|0|24824.5|0
0|2020-01-25|24095.5|0|729.0|0|2.9366150375636972|0|24824.5|0
0|2020-01-26|24095.5|0|729.0|0|2.9366150375636972|0|24824.5|0
0|2020-01-27|24095.5|0|729.0|0|2.9366150375636972|0|24824.5|0
0|2020-01-28|24095.5|0|729.0|0|2.9366150375636972|0|24824.5|0
0|2020-01-29|24095.5|0|729.0|0|2.9366150375636972|0|24824.5|0
0|2020-01-30|24095.5|0|729.0|0|2.9366150375636972|0|24824.5|0
0|2020-01-31|24095.5|0|729.0|0|2.9366150375636972|0|24824.5|0
0|2020-02-01|24518.5|0|768.5|0|3.0391110056550796|0|25287.0|0
0|2020-02-02|24518.5|0|768.5|0|3.0391110056550796|0|25287.0|0
0|2020-02-03|24518.5|0|768.5|0|3.0391110056550796|0|25287.0|0
0|2020-02-04|24518.5|0|768.5|0|3.0391110056550796|0|25287.0|0
0|2020-02-05|24518.5|0|768.5|0|3.0391110056550796|0|25287.0|0
0|2020-02-06|24518.5|0|768.5|0|3.0391110056550796|0|25287.0|0
0|2020-02-07|24518.5|0|768.5|0|3.0391110056550796|0|25287.0|0
0|2020-02-08|24518.5|0|768.5|0|3.0391110056550796|0|25287.0|0
0|2020-02-09|24518.5|0|768.5|0|3.0391110056550796|0|25287.0|0
0|2020-02-10|24518.5|0|768.5|0|3.0391110056550796|0|25287.0|0
0|2020-02-11|24518.5|0|768.5|0|3.0391110056550796|0|25287.0|0
0|2020-02-12|24518.5|0|768.5|0|3.0391110056550796|0|25287.0|0
