|dates|Miller_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Miller_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Miller_Arkansas_UnitedStates.Male_Total_Population.data|Miller_Arkansas_UnitedStates.Male_Total_Population.missing|Miller_Arkansas_UnitedStates.Female_Total_Population.data|Miller_Arkansas_UnitedStates.Female_Total_Population.missing|Miller_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Miller_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7364.0|0|21411.0|0|22181.0|0|10303.0|0
