|dates|Calhoun_SouthCarolina_UnitedStates.BLS_EmployedPopulation.data|Calhoun_SouthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Calhoun_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Calhoun_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Calhoun_SouthCarolina_UnitedStates.BLS_UnemploymentRate.data|Calhoun_SouthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Calhoun_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Calhoun_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|6360.0|0|234.5|0|3.5559936310561833|0|6594.5|0
0|2020-01-02|6360.0|0|234.5|0|3.5559936310561833|0|6594.5|0
0|2020-01-03|6360.0|0|234.5|0|3.5559936310561833|0|6594.5|0
0|2020-01-04|6360.0|0|234.5|0|3.5559936310561833|0|6594.5|0
0|2020-01-05|6360.0|0|234.5|0|3.5559936310561833|0|6594.5|0
0|2020-01-06|6360.0|0|234.5|0|3.5559936310561833|0|6594.5|0
0|2020-01-07|6360.0|0|234.5|0|3.5559936310561833|0|6594.5|0
0|2020-01-08|6360.0|0|234.5|0|3.5559936310561833|0|6594.5|0
0|2020-01-09|6360.0|0|234.5|0|3.5559936310561833|0|6594.5|0
0|2020-01-10|6360.0|0|234.5|0|3.5559936310561833|0|6594.5|0
0|2020-01-11|6360.0|0|234.5|0|3.5559936310561833|0|6594.5|0
0|2020-01-12|6360.0|0|234.5|0|3.5559936310561833|0|6594.5|0
0|2020-01-13|6360.0|0|234.5|0|3.5559936310561833|0|6594.5|0
0|2020-01-14|6360.0|0|234.5|0|3.5559936310561833|0|6594.5|0
0|2020-01-15|6360.0|0|234.5|0|3.5559936310561833|0|6594.5|0
0|2020-01-16|6360.0|0|234.5|0|3.5559936310561833|0|6594.5|0
0|2020-01-17|6360.0|0|234.5|0|3.5559936310561833|0|6594.5|0
0|2020-01-18|6360.0|0|234.5|0|3.5559936310561833|0|6594.5|0
0|2020-01-19|6360.0|0|234.5|0|3.5559936310561833|0|6594.5|0
0|2020-01-20|6360.0|0|234.5|0|3.5559936310561833|0|6594.5|0
0|2020-01-21|6360.0|0|234.5|0|3.5559936310561833|0|6594.5|0
0|2020-01-22|6360.0|0|234.5|0|3.5559936310561833|0|6594.5|0
0|2020-01-23|6360.0|0|234.5|0|3.5559936310561833|0|6594.5|0
0|2020-01-24|6360.0|0|234.5|0|3.5559936310561833|0|6594.5|0
0|2020-01-25|6360.0|0|234.5|0|3.5559936310561833|0|6594.5|0
0|2020-01-26|6360.0|0|234.5|0|3.5559936310561833|0|6594.5|0
