|dates|Kay_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kay_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kay_Oklahoma_UnitedStates.Male_Total_Population.data|Kay_Oklahoma_UnitedStates.Male_Total_Population.missing|Kay_Oklahoma_UnitedStates.Female_Total_Population.data|Kay_Oklahoma_UnitedStates.Female_Total_Population.missing|Kay_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Kay_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8539.0|0|21932.0|0|22229.0|0|11091.0|0
