|dates|Columbia_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Columbia_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Columbia_Arkansas_UnitedStates.Male_Total_Population.data|Columbia_Arkansas_UnitedStates.Male_Total_Population.missing|Columbia_Arkansas_UnitedStates.Female_Total_Population.data|Columbia_Arkansas_UnitedStates.Female_Total_Population.missing|Columbia_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Columbia_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4101.0|0|11352.0|0|12185.0|0|4871.0|0
