|dates|FranklinCity_Virginia_UnitedStates.BLS_EmployedPopulation.data|FranklinCity_Virginia_UnitedStates.BLS_EmployedPopulation.missing|FranklinCity_Virginia_UnitedStates.BLS_UnemployedPopulation.data|FranklinCity_Virginia_UnitedStates.BLS_UnemployedPopulation.missing|FranklinCity_Virginia_UnitedStates.BLS_UnemploymentRate.data|FranklinCity_Virginia_UnitedStates.BLS_UnemploymentRate.missing|FranklinCity_Virginia_UnitedStates.BLS_LaborForcePopulation.data|FranklinCity_Virginia_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|3441.0|0|147.0|0|4.096989966555184|0|3588.0|0
0|2020-01-02|3441.0|0|147.0|0|4.096989966555184|0|3588.0|0
0|2020-01-03|3441.0|0|147.0|0|4.096989966555184|0|3588.0|0
0|2020-01-04|3441.0|0|147.0|0|4.096989966555184|0|3588.0|0
0|2020-01-05|3441.0|0|147.0|0|4.096989966555184|0|3588.0|0
0|2020-01-06|3441.0|0|147.0|0|4.096989966555184|0|3588.0|0
0|2020-01-07|3441.0|0|147.0|0|4.096989966555184|0|3588.0|0
0|2020-01-08|3441.0|0|147.0|0|4.096989966555184|0|3588.0|0
0|2020-01-09|3441.0|0|147.0|0|4.096989966555184|0|3588.0|0
0|2020-01-10|3441.0|0|147.0|0|4.096989966555184|0|3588.0|0
0|2020-01-11|3441.0|0|147.0|0|4.096989966555184|0|3588.0|0
0|2020-01-12|3441.0|0|147.0|0|4.096989966555184|0|3588.0|0
0|2020-01-13|3441.0|0|147.0|0|4.096989966555184|0|3588.0|0
0|2020-01-14|3441.0|0|147.0|0|4.096989966555184|0|3588.0|0
0|2020-01-15|3441.0|0|147.0|0|4.096989966555184|0|3588.0|0
0|2020-01-16|3441.0|0|147.0|0|4.096989966555184|0|3588.0|0
0|2020-01-17|3441.0|0|147.0|0|4.096989966555184|0|3588.0|0
0|2020-01-18|3441.0|0|147.0|0|4.096989966555184|0|3588.0|0
0|2020-01-19|3441.0|0|147.0|0|4.096989966555184|0|3588.0|0
0|2020-01-20|3441.0|0|147.0|0|4.096989966555184|0|3588.0|0
0|2020-01-21|3441.0|0|147.0|0|4.096989966555184|0|3588.0|0
0|2020-01-22|3441.0|0|147.0|0|4.096989966555184|0|3588.0|0
0|2020-01-23|3441.0|0|147.0|0|4.096989966555184|0|3588.0|0
0|2020-01-24|3441.0|0|147.0|0|4.096989966555184|0|3588.0|0
0|2020-01-25|3441.0|0|147.0|0|4.096989966555184|0|3588.0|0
0|2020-01-26|3441.0|0|147.0|0|4.096989966555184|0|3588.0|0
0|2020-01-27|3441.0|0|147.0|0|4.096989966555184|0|3588.0|0
0|2020-01-28|3441.0|0|147.0|0|4.096989966555184|0|3588.0|0
0|2020-01-29|3441.0|0|147.0|0|4.096989966555184|0|3588.0|0
0|2020-01-30|3441.0|0|147.0|0|4.096989966555184|0|3588.0|0
0|2020-01-31|3441.0|0|147.0|0|4.096989966555184|0|3588.0|0
0|2020-02-01|3460.0|0|132.0|0|3.6748329621380846|0|3592.0|0
0|2020-02-02|3460.0|0|132.0|0|3.6748329621380846|0|3592.0|0
0|2020-02-03|3460.0|0|132.0|0|3.6748329621380846|0|3592.0|0
0|2020-02-04|3460.0|0|132.0|0|3.6748329621380846|0|3592.0|0
0|2020-02-05|3460.0|0|132.0|0|3.6748329621380846|0|3592.0|0
0|2020-02-06|3460.0|0|132.0|0|3.6748329621380846|0|3592.0|0
0|2020-02-07|3460.0|0|132.0|0|3.6748329621380846|0|3592.0|0
0|2020-02-08|3460.0|0|132.0|0|3.6748329621380846|0|3592.0|0
0|2020-02-09|3460.0|0|132.0|0|3.6748329621380846|0|3592.0|0
0|2020-02-10|3460.0|0|132.0|0|3.6748329621380846|0|3592.0|0
0|2020-02-11|3460.0|0|132.0|0|3.6748329621380846|0|3592.0|0
0|2020-02-12|3460.0|0|132.0|0|3.6748329621380846|0|3592.0|0
0|2020-02-13|3460.0|0|132.0|0|3.6748329621380846|0|3592.0|0
0|2020-02-14|3460.0|0|132.0|0|3.6748329621380846|0|3592.0|0
0|2020-02-15|3460.0|0|132.0|0|3.6748329621380846|0|3592.0|0
0|2020-02-16|3460.0|0|132.0|0|3.6748329621380846|0|3592.0|0
0|2020-02-17|3460.0|0|132.0|0|3.6748329621380846|0|3592.0|0
0|2020-02-18|3460.0|0|132.0|0|3.6748329621380846|0|3592.0|0
0|2020-02-19|3460.0|0|132.0|0|3.6748329621380846|0|3592.0|0
0|2020-02-20|3460.0|0|132.0|0|3.6748329621380846|0|3592.0|0
0|2020-02-21|3460.0|0|132.0|0|3.6748329621380846|0|3592.0|0
0|2020-02-22|3460.0|0|132.0|0|3.6748329621380846|0|3592.0|0
0|2020-02-23|3460.0|0|132.0|0|3.6748329621380846|0|3592.0|0
0|2020-02-24|3460.0|0|132.0|0|3.6748329621380846|0|3592.0|0
0|2020-02-25|3460.0|0|132.0|0|3.6748329621380846|0|3592.0|0
0|2020-02-26|3460.0|0|132.0|0|3.6748329621380846|0|3592.0|0
0|2020-02-27|3460.0|0|132.0|0|3.6748329621380846|0|3592.0|0
0|2020-02-28|3460.0|0|132.0|0|3.6748329621380846|0|3592.0|0
0|2020-02-29|3460.0|0|132.0|0|3.6748329621380846|0|3592.0|0
0|2020-03-01|3449.5|0|136.0|0|3.7930553618742158|0|3585.5|0
0|2020-03-02|3449.5|0|136.0|0|3.7930553618742158|0|3585.5|0
0|2020-03-03|3449.5|0|136.0|0|3.7930553618742158|0|3585.5|0
0|2020-03-04|3449.5|0|136.0|0|3.7930553618742158|0|3585.5|0
0|2020-03-05|3449.5|0|136.0|0|3.7930553618742158|0|3585.5|0
0|2020-03-06|3449.5|0|136.0|0|3.7930553618742158|0|3585.5|0
0|2020-03-07|3449.5|0|136.0|0|3.7930553618742158|0|3585.5|0
0|2020-03-08|3449.5|0|136.0|0|3.7930553618742158|0|3585.5|0
0|2020-03-09|3449.5|0|136.0|0|3.7930553618742158|0|3585.5|0
0|2020-03-10|3449.5|0|136.0|0|3.7930553618742158|0|3585.5|0
0|2020-03-11|3449.5|0|136.0|0|3.7930553618742158|0|3585.5|0
0|2020-03-12|3449.5|0|136.0|0|3.7930553618742158|0|3585.5|0
0|2020-03-13|3449.5|0|136.0|0|3.7930553618742158|0|3585.5|0
0|2020-03-14|3449.5|0|136.0|0|3.7930553618742158|0|3585.5|0
0|2020-03-15|3449.5|0|136.0|0|3.7930553618742158|0|3585.5|0
