|dates|Bottineau_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bottineau_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bottineau_NorthDakota_UnitedStates.Male_Total_Population.data|Bottineau_NorthDakota_UnitedStates.Male_Total_Population.missing|Bottineau_NorthDakota_UnitedStates.Female_Total_Population.data|Bottineau_NorthDakota_UnitedStates.Female_Total_Population.missing|Bottineau_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Bottineau_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1529.0|0|3313.0|0|3098.0|0|1341.0|0
