|dates|Arapahoe_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Arapahoe_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Arapahoe_Colorado_UnitedStates.Male_Total_Population.data|Arapahoe_Colorado_UnitedStates.Male_Total_Population.missing|Arapahoe_Colorado_UnitedStates.Female_Total_Population.data|Arapahoe_Colorado_UnitedStates.Female_Total_Population.missing|Arapahoe_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Arapahoe_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|85065.0|0|322713.0|0|328502.0|0|153397.0|0
