|dates|Morgan_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Morgan_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Morgan_Indiana_UnitedStates.Male_Total_Population.data|Morgan_Indiana_UnitedStates.Male_Total_Population.missing|Morgan_Indiana_UnitedStates.Female_Total_Population.data|Morgan_Indiana_UnitedStates.Female_Total_Population.missing|Morgan_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Morgan_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|11874.0|0|34819.0|0|35297.0|0|15846.0|0
