|dates|Saguache_Colorado_UnitedStates.BLS_EmployedPopulation.data|Saguache_Colorado_UnitedStates.BLS_EmployedPopulation.missing|Saguache_Colorado_UnitedStates.BLS_UnemployedPopulation.data|Saguache_Colorado_UnitedStates.BLS_UnemployedPopulation.missing|Saguache_Colorado_UnitedStates.BLS_UnemploymentRate.data|Saguache_Colorado_UnitedStates.BLS_UnemploymentRate.missing|Saguache_Colorado_UnitedStates.BLS_LaborForcePopulation.data|Saguache_Colorado_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|3311.0|0|165.5|0|4.760535020854308|0|3476.5|0
0|2020-01-02|3311.0|0|165.5|0|4.760535020854308|0|3476.5|0
0|2020-01-03|3311.0|0|165.5|0|4.760535020854308|0|3476.5|0
0|2020-01-04|3311.0|0|165.5|0|4.760535020854308|0|3476.5|0
0|2020-01-05|3311.0|0|165.5|0|4.760535020854308|0|3476.5|0
0|2020-01-06|3311.0|0|165.5|0|4.760535020854308|0|3476.5|0
0|2020-01-07|3311.0|0|165.5|0|4.760535020854308|0|3476.5|0
0|2020-01-08|3311.0|0|165.5|0|4.760535020854308|0|3476.5|0
0|2020-01-09|3311.0|0|165.5|0|4.760535020854308|0|3476.5|0
0|2020-01-10|3311.0|0|165.5|0|4.760535020854308|0|3476.5|0
0|2020-01-11|3311.0|0|165.5|0|4.760535020854308|0|3476.5|0
0|2020-01-12|3311.0|0|165.5|0|4.760535020854308|0|3476.5|0
0|2020-01-13|3311.0|0|165.5|0|4.760535020854308|0|3476.5|0
0|2020-01-14|3311.0|0|165.5|0|4.760535020854308|0|3476.5|0
0|2020-01-15|3311.0|0|165.5|0|4.760535020854308|0|3476.5|0
0|2020-01-16|3311.0|0|165.5|0|4.760535020854308|0|3476.5|0
0|2020-01-17|3311.0|0|165.5|0|4.760535020854308|0|3476.5|0
0|2020-01-18|3311.0|0|165.5|0|4.760535020854308|0|3476.5|0
0|2020-01-19|3311.0|0|165.5|0|4.760535020854308|0|3476.5|0
0|2020-01-20|3311.0|0|165.5|0|4.760535020854308|0|3476.5|0
0|2020-01-21|3311.0|0|165.5|0|4.760535020854308|0|3476.5|0
0|2020-01-22|3311.0|0|165.5|0|4.760535020854308|0|3476.5|0
0|2020-01-23|3311.0|0|165.5|0|4.760535020854308|0|3476.5|0
0|2020-01-24|3311.0|0|165.5|0|4.760535020854308|0|3476.5|0
0|2020-01-25|3311.0|0|165.5|0|4.760535020854308|0|3476.5|0
0|2020-01-26|3311.0|0|165.5|0|4.760535020854308|0|3476.5|0
0|2020-01-27|3311.0|0|165.5|0|4.760535020854308|0|3476.5|0
0|2020-01-28|3311.0|0|165.5|0|4.760535020854308|0|3476.5|0
0|2020-01-29|3311.0|0|165.5|0|4.760535020854308|0|3476.5|0
0|2020-01-30|3311.0|0|165.5|0|4.760535020854308|0|3476.5|0
0|2020-01-31|3311.0|0|165.5|0|4.760535020854308|0|3476.5|0
0|2020-02-01|3312.5|0|168.5|0|4.840563056592933|0|3481.0|0
0|2020-02-02|3312.5|0|168.5|0|4.840563056592933|0|3481.0|0
0|2020-02-03|3312.5|0|168.5|0|4.840563056592933|0|3481.0|0
0|2020-02-04|3312.5|0|168.5|0|4.840563056592933|0|3481.0|0
0|2020-02-05|3312.5|0|168.5|0|4.840563056592933|0|3481.0|0
0|2020-02-06|3312.5|0|168.5|0|4.840563056592933|0|3481.0|0
0|2020-02-07|3312.5|0|168.5|0|4.840563056592933|0|3481.0|0
0|2020-02-08|3312.5|0|168.5|0|4.840563056592933|0|3481.0|0
0|2020-02-09|3312.5|0|168.5|0|4.840563056592933|0|3481.0|0
0|2020-02-10|3312.5|0|168.5|0|4.840563056592933|0|3481.0|0
0|2020-02-11|3312.5|0|168.5|0|4.840563056592933|0|3481.0|0
0|2020-02-12|3312.5|0|168.5|0|4.840563056592933|0|3481.0|0
0|2020-02-13|3312.5|0|168.5|0|4.840563056592933|0|3481.0|0
0|2020-02-14|3312.5|0|168.5|0|4.840563056592933|0|3481.0|0
0|2020-02-15|3312.5|0|168.5|0|4.840563056592933|0|3481.0|0
0|2020-02-16|3312.5|0|168.5|0|4.840563056592933|0|3481.0|0
0|2020-02-17|3312.5|0|168.5|0|4.840563056592933|0|3481.0|0
0|2020-02-18|3312.5|0|168.5|0|4.840563056592933|0|3481.0|0
0|2020-02-19|3312.5|0|168.5|0|4.840563056592933|0|3481.0|0
0|2020-02-20|3312.5|0|168.5|0|4.840563056592933|0|3481.0|0
0|2020-02-21|3312.5|0|168.5|0|4.840563056592933|0|3481.0|0
0|2020-02-22|3312.5|0|168.5|0|4.840563056592933|0|3481.0|0
0|2020-02-23|3312.5|0|168.5|0|4.840563056592933|0|3481.0|0
0|2020-02-24|3312.5|0|168.5|0|4.840563056592933|0|3481.0|0
0|2020-02-25|3312.5|0|168.5|0|4.840563056592933|0|3481.0|0
0|2020-02-26|3312.5|0|168.5|0|4.840563056592933|0|3481.0|0
0|2020-02-27|3312.5|0|168.5|0|4.840563056592933|0|3481.0|0
