|dates|Elkhart_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Elkhart_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Elkhart_Indiana_UnitedStates.Male_Total_Population.data|Elkhart_Indiana_UnitedStates.Male_Total_Population.missing|Elkhart_Indiana_UnitedStates.Female_Total_Population.data|Elkhart_Indiana_UnitedStates.Female_Total_Population.missing|Elkhart_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Elkhart_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|30282.0|0|101597.0|0|103963.0|0|56565.0|0
