|dates|Johnson_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Johnson_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Johnson_Indiana_UnitedStates.Male_Total_Population.data|Johnson_Indiana_UnitedStates.Male_Total_Population.missing|Johnson_Indiana_UnitedStates.Female_Total_Population.data|Johnson_Indiana_UnitedStates.Female_Total_Population.missing|Johnson_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Johnson_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|22769.0|0|77105.0|0|79120.0|0|38713.0|0
