|dates|Weakley_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Weakley_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Weakley_Tennessee_UnitedStates.Male_Total_Population.data|Weakley_Tennessee_UnitedStates.Male_Total_Population.missing|Weakley_Tennessee_UnitedStates.Female_Total_Population.data|Weakley_Tennessee_UnitedStates.Female_Total_Population.missing|Weakley_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Weakley_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6228.0|0|16382.0|0|17033.0|0|6442.0|0
