|dates|Sherman_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sherman_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sherman_Oregon_UnitedStates.Male_Total_Population.data|Sherman_Oregon_UnitedStates.Male_Total_Population.missing|Sherman_Oregon_UnitedStates.Female_Total_Population.data|Sherman_Oregon_UnitedStates.Female_Total_Population.missing|Sherman_Oregon_UnitedStates.MaleAndFemale_Under18_Population.data|Sherman_Oregon_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|453.0|0|880.0|0|828.0|0|307.0|0
