|dates|Portage_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Portage_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Portage_Ohio_UnitedStates.Male_Total_Population.data|Portage_Ohio_UnitedStates.Male_Total_Population.missing|Portage_Ohio_UnitedStates.Female_Total_Population.data|Portage_Ohio_UnitedStates.Female_Total_Population.missing|Portage_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Portage_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|26794.0|0|79918.0|0|83009.0|0|30531.0|0
