|dates|Sheridan_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sheridan_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sheridan_NorthDakota_UnitedStates.Male_Total_Population.data|Sheridan_NorthDakota_UnitedStates.Male_Total_Population.missing|Sheridan_NorthDakota_UnitedStates.Female_Total_Population.data|Sheridan_NorthDakota_UnitedStates.Female_Total_Population.missing|Sheridan_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Sheridan_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|437.0|0|677.0|0|672.0|0|256.0|0
