|dates|Ellis_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ellis_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ellis_Oklahoma_UnitedStates.Male_Total_Population.data|Ellis_Oklahoma_UnitedStates.Male_Total_Population.missing|Ellis_Oklahoma_UnitedStates.Female_Total_Population.data|Ellis_Oklahoma_UnitedStates.Female_Total_Population.missing|Ellis_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Ellis_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|886.0|0|1940.0|0|2012.0|0|914.0|0
