|dates|Bonneville_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bonneville_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bonneville_Idaho_UnitedStates.Male_Total_Population.data|Bonneville_Idaho_UnitedStates.Male_Total_Population.missing|Bonneville_Idaho_UnitedStates.Female_Total_Population.data|Bonneville_Idaho_UnitedStates.Female_Total_Population.missing|Bonneville_Idaho_UnitedStates.MaleAndFemale_Under18_Population.data|Bonneville_Idaho_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|15543.0|0|58375.0|0|58479.0|0|35940.0|0
