|dates|Alamance_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Alamance_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Alamance_NorthCarolina_UnitedStates.Male_Total_Population.data|Alamance_NorthCarolina_UnitedStates.Male_Total_Population.missing|Alamance_NorthCarolina_UnitedStates.Female_Total_Population.data|Alamance_NorthCarolina_UnitedStates.Female_Total_Population.missing|Alamance_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Alamance_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|28127.0|0|78937.0|0|87499.0|0|37015.0|0
