|dates|Dawson_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Dawson_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Dawson_Nebraska_UnitedStates.Male_Total_Population.data|Dawson_Nebraska_UnitedStates.Male_Total_Population.missing|Dawson_Nebraska_UnitedStates.Female_Total_Population.data|Dawson_Nebraska_UnitedStates.Female_Total_Population.missing|Dawson_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Dawson_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3947.0|0|12326.0|0|11383.0|0|6453.0|0
