|dates|Orange_NewYork_UnitedStates.JHU_ConfirmedCases.data|Orange_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Orange_NewYork_UnitedStates.NYT_ConfirmedCases.data|Orange_NewYork_UnitedStates.NYT_ConfirmedCases.missing|Orange_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Orange_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Orange_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Orange_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|52130.0|0|0.0|100|875.0|0|0.0|100
