|dates|Hamblen_Tennessee_UnitedStates.BLS_EmployedPopulation.data|Hamblen_Tennessee_UnitedStates.BLS_EmployedPopulation.missing|Hamblen_Tennessee_UnitedStates.BLS_UnemployedPopulation.data|Hamblen_Tennessee_UnitedStates.BLS_UnemployedPopulation.missing|Hamblen_Tennessee_UnitedStates.BLS_UnemploymentRate.data|Hamblen_Tennessee_UnitedStates.BLS_UnemploymentRate.missing|Hamblen_Tennessee_UnitedStates.BLS_LaborForcePopulation.data|Hamblen_Tennessee_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|27064.5|0|1295.0|0|4.566371057317654|0|28359.5|0
0|2020-01-02|27064.5|0|1295.0|0|4.566371057317654|0|28359.5|0
0|2020-01-03|27064.5|0|1295.0|0|4.566371057317654|0|28359.5|0
0|2020-01-04|27064.5|0|1295.0|0|4.566371057317654|0|28359.5|0
0|2020-01-05|27064.5|0|1295.0|0|4.566371057317654|0|28359.5|0
0|2020-01-06|27064.5|0|1295.0|0|4.566371057317654|0|28359.5|0
0|2020-01-07|27064.5|0|1295.0|0|4.566371057317654|0|28359.5|0
0|2020-01-08|27064.5|0|1295.0|0|4.566371057317654|0|28359.5|0
0|2020-01-09|27064.5|0|1295.0|0|4.566371057317654|0|28359.5|0
0|2020-01-10|27064.5|0|1295.0|0|4.566371057317654|0|28359.5|0
0|2020-01-11|27064.5|0|1295.0|0|4.566371057317654|0|28359.5|0
0|2020-01-12|27064.5|0|1295.0|0|4.566371057317654|0|28359.5|0
0|2020-01-13|27064.5|0|1295.0|0|4.566371057317654|0|28359.5|0
0|2020-01-14|27064.5|0|1295.0|0|4.566371057317654|0|28359.5|0
0|2020-01-15|27064.5|0|1295.0|0|4.566371057317654|0|28359.5|0
0|2020-01-16|27064.5|0|1295.0|0|4.566371057317654|0|28359.5|0
0|2020-01-17|27064.5|0|1295.0|0|4.566371057317654|0|28359.5|0
0|2020-01-18|27064.5|0|1295.0|0|4.566371057317654|0|28359.5|0
0|2020-01-19|27064.5|0|1295.0|0|4.566371057317654|0|28359.5|0
0|2020-01-20|27064.5|0|1295.0|0|4.566371057317654|0|28359.5|0
0|2020-01-21|27064.5|0|1295.0|0|4.566371057317654|0|28359.5|0
0|2020-01-22|27064.5|0|1295.0|0|4.566371057317654|0|28359.5|0
0|2020-01-23|27064.5|0|1295.0|0|4.566371057317654|0|28359.5|0
0|2020-01-24|27064.5|0|1295.0|0|4.566371057317654|0|28359.5|0
0|2020-01-25|27064.5|0|1295.0|0|4.566371057317654|0|28359.5|0
0|2020-01-26|27064.5|0|1295.0|0|4.566371057317654|0|28359.5|0
0|2020-01-27|27064.5|0|1295.0|0|4.566371057317654|0|28359.5|0
0|2020-01-28|27064.5|0|1295.0|0|4.566371057317654|0|28359.5|0
0|2020-01-29|27064.5|0|1295.0|0|4.566371057317654|0|28359.5|0
0|2020-01-30|27064.5|0|1295.0|0|4.566371057317654|0|28359.5|0
0|2020-01-31|27064.5|0|1295.0|0|4.566371057317654|0|28359.5|0
0|2020-02-01|27360.5|0|1253.0|0|4.379051846156535|0|28613.5|0
0|2020-02-02|27360.5|0|1253.0|0|4.379051846156535|0|28613.5|0
0|2020-02-03|27360.5|0|1253.0|0|4.379051846156535|0|28613.5|0
0|2020-02-04|27360.5|0|1253.0|0|4.379051846156535|0|28613.5|0
0|2020-02-05|27360.5|0|1253.0|0|4.379051846156535|0|28613.5|0
0|2020-02-06|27360.5|0|1253.0|0|4.379051846156535|0|28613.5|0
0|2020-02-07|27360.5|0|1253.0|0|4.379051846156535|0|28613.5|0
0|2020-02-08|27360.5|0|1253.0|0|4.379051846156535|0|28613.5|0
0|2020-02-09|27360.5|0|1253.0|0|4.379051846156535|0|28613.5|0
0|2020-02-10|27360.5|0|1253.0|0|4.379051846156535|0|28613.5|0
0|2020-02-11|27360.5|0|1253.0|0|4.379051846156535|0|28613.5|0
0|2020-02-12|27360.5|0|1253.0|0|4.379051846156535|0|28613.5|0
0|2020-02-13|27360.5|0|1253.0|0|4.379051846156535|0|28613.5|0
0|2020-02-14|27360.5|0|1253.0|0|4.379051846156535|0|28613.5|0
0|2020-02-15|27360.5|0|1253.0|0|4.379051846156535|0|28613.5|0
0|2020-02-16|27360.5|0|1253.0|0|4.379051846156535|0|28613.5|0
0|2020-02-17|27360.5|0|1253.0|0|4.379051846156535|0|28613.5|0
0|2020-02-18|27360.5|0|1253.0|0|4.379051846156535|0|28613.5|0
0|2020-02-19|27360.5|0|1253.0|0|4.379051846156535|0|28613.5|0
0|2020-02-20|27360.5|0|1253.0|0|4.379051846156535|0|28613.5|0
0|2020-02-21|27360.5|0|1253.0|0|4.379051846156535|0|28613.5|0
0|2020-02-22|27360.5|0|1253.0|0|4.379051846156535|0|28613.5|0
0|2020-02-23|27360.5|0|1253.0|0|4.379051846156535|0|28613.5|0
0|2020-02-24|27360.5|0|1253.0|0|4.379051846156535|0|28613.5|0
0|2020-02-25|27360.5|0|1253.0|0|4.379051846156535|0|28613.5|0
0|2020-02-26|27360.5|0|1253.0|0|4.379051846156535|0|28613.5|0
0|2020-02-27|27360.5|0|1253.0|0|4.379051846156535|0|28613.5|0
0|2020-02-28|27360.5|0|1253.0|0|4.379051846156535|0|28613.5|0
0|2020-02-29|27360.5|0|1253.0|0|4.379051846156535|0|28613.5|0
0|2020-03-01|27162.0|0|1195.5|0|4.2158159217138325|0|28357.5|0
0|2020-03-02|27162.0|0|1195.5|0|4.2158159217138325|0|28357.5|0
0|2020-03-03|27162.0|0|1195.5|0|4.2158159217138325|0|28357.5|0
0|2020-03-04|27162.0|0|1195.5|0|4.2158159217138325|0|28357.5|0
0|2020-03-05|27162.0|0|1195.5|0|4.2158159217138325|0|28357.5|0
0|2020-03-06|27162.0|0|1195.5|0|4.2158159217138325|0|28357.5|0
0|2020-03-07|27162.0|0|1195.5|0|4.2158159217138325|0|28357.5|0
0|2020-03-08|27162.0|0|1195.5|0|4.2158159217138325|0|28357.5|0
0|2020-03-09|27162.0|0|1195.5|0|4.2158159217138325|0|28357.5|0
0|2020-03-10|27162.0|0|1195.5|0|4.2158159217138325|0|28357.5|0
