|dates|Lincoln_Wyoming_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lincoln_Wyoming_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lincoln_Wyoming_UnitedStates.Male_Total_Population.data|Lincoln_Wyoming_UnitedStates.Male_Total_Population.missing|Lincoln_Wyoming_UnitedStates.Female_Total_Population.data|Lincoln_Wyoming_UnitedStates.Female_Total_Population.missing|Lincoln_Wyoming_UnitedStates.MaleAndFemale_Under18_Population.data|Lincoln_Wyoming_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3376.0|0|9930.0|0|9504.0|0|5136.0|0
