|dates|Grant_Indiana_UnitedStates.BLS_EmployedPopulation.data|Grant_Indiana_UnitedStates.BLS_EmployedPopulation.missing|Grant_Indiana_UnitedStates.BLS_UnemployedPopulation.data|Grant_Indiana_UnitedStates.BLS_UnemployedPopulation.missing|Grant_Indiana_UnitedStates.BLS_UnemploymentRate.data|Grant_Indiana_UnitedStates.BLS_UnemploymentRate.missing|Grant_Indiana_UnitedStates.BLS_LaborForcePopulation.data|Grant_Indiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|29453.0|0|1236.5|0|4.029065315498786|0|30689.5|0
0|2020-01-02|29453.0|0|1236.5|0|4.029065315498786|0|30689.5|0
0|2020-01-03|29453.0|0|1236.5|0|4.029065315498786|0|30689.5|0
0|2020-01-04|29453.0|0|1236.5|0|4.029065315498786|0|30689.5|0
0|2020-01-05|29453.0|0|1236.5|0|4.029065315498786|0|30689.5|0
0|2020-01-06|29453.0|0|1236.5|0|4.029065315498786|0|30689.5|0
0|2020-01-07|29453.0|0|1236.5|0|4.029065315498786|0|30689.5|0
0|2020-01-08|29453.0|0|1236.5|0|4.029065315498786|0|30689.5|0
0|2020-01-09|29453.0|0|1236.5|0|4.029065315498786|0|30689.5|0
0|2020-01-10|29453.0|0|1236.5|0|4.029065315498786|0|30689.5|0
0|2020-01-11|29453.0|0|1236.5|0|4.029065315498786|0|30689.5|0
0|2020-01-12|29453.0|0|1236.5|0|4.029065315498786|0|30689.5|0
0|2020-01-13|29453.0|0|1236.5|0|4.029065315498786|0|30689.5|0
0|2020-01-14|29453.0|0|1236.5|0|4.029065315498786|0|30689.5|0
0|2020-01-15|29453.0|0|1236.5|0|4.029065315498786|0|30689.5|0
0|2020-01-16|29453.0|0|1236.5|0|4.029065315498786|0|30689.5|0
0|2020-01-17|29453.0|0|1236.5|0|4.029065315498786|0|30689.5|0
0|2020-01-18|29453.0|0|1236.5|0|4.029065315498786|0|30689.5|0
0|2020-01-19|29453.0|0|1236.5|0|4.029065315498786|0|30689.5|0
0|2020-01-20|29453.0|0|1236.5|0|4.029065315498786|0|30689.5|0
0|2020-01-21|29453.0|0|1236.5|0|4.029065315498786|0|30689.5|0
0|2020-01-22|29453.0|0|1236.5|0|4.029065315498786|0|30689.5|0
0|2020-01-23|29453.0|0|1236.5|0|4.029065315498786|0|30689.5|0
0|2020-01-24|29453.0|0|1236.5|0|4.029065315498786|0|30689.5|0
0|2020-01-25|29453.0|0|1236.5|0|4.029065315498786|0|30689.5|0
0|2020-01-26|29453.0|0|1236.5|0|4.029065315498786|0|30689.5|0
0|2020-01-27|29453.0|0|1236.5|0|4.029065315498786|0|30689.5|0
0|2020-01-28|29453.0|0|1236.5|0|4.029065315498786|0|30689.5|0
0|2020-01-29|29453.0|0|1236.5|0|4.029065315498786|0|30689.5|0
0|2020-01-30|29453.0|0|1236.5|0|4.029065315498786|0|30689.5|0
0|2020-01-31|29453.0|0|1236.5|0|4.029065315498786|0|30689.5|0
0|2020-02-01|31101.0|0|1167.0|0|3.616586091483823|0|32268.0|0
0|2020-02-02|31101.0|0|1167.0|0|3.616586091483823|0|32268.0|0
0|2020-02-03|31101.0|0|1167.0|0|3.616586091483823|0|32268.0|0
0|2020-02-04|31101.0|0|1167.0|0|3.616586091483823|0|32268.0|0
0|2020-02-05|31101.0|0|1167.0|0|3.616586091483823|0|32268.0|0
0|2020-02-06|31101.0|0|1167.0|0|3.616586091483823|0|32268.0|0
0|2020-02-07|31101.0|0|1167.0|0|3.616586091483823|0|32268.0|0
0|2020-02-08|31101.0|0|1167.0|0|3.616586091483823|0|32268.0|0
0|2020-02-09|31101.0|0|1167.0|0|3.616586091483823|0|32268.0|0
0|2020-02-10|31101.0|0|1167.0|0|3.616586091483823|0|32268.0|0
0|2020-02-11|31101.0|0|1167.0|0|3.616586091483823|0|32268.0|0
0|2020-02-12|31101.0|0|1167.0|0|3.616586091483823|0|32268.0|0
0|2020-02-13|31101.0|0|1167.0|0|3.616586091483823|0|32268.0|0
0|2020-02-14|31101.0|0|1167.0|0|3.616586091483823|0|32268.0|0
0|2020-02-15|31101.0|0|1167.0|0|3.616586091483823|0|32268.0|0
0|2020-02-16|31101.0|0|1167.0|0|3.616586091483823|0|32268.0|0
0|2020-02-17|31101.0|0|1167.0|0|3.616586091483823|0|32268.0|0
0|2020-02-18|31101.0|0|1167.0|0|3.616586091483823|0|32268.0|0
0|2020-02-19|31101.0|0|1167.0|0|3.616586091483823|0|32268.0|0
0|2020-02-20|31101.0|0|1167.0|0|3.616586091483823|0|32268.0|0
0|2020-02-21|31101.0|0|1167.0|0|3.616586091483823|0|32268.0|0
0|2020-02-22|31101.0|0|1167.0|0|3.616586091483823|0|32268.0|0
0|2020-02-23|31101.0|0|1167.0|0|3.616586091483823|0|32268.0|0
0|2020-02-24|31101.0|0|1167.0|0|3.616586091483823|0|32268.0|0
0|2020-02-25|31101.0|0|1167.0|0|3.616586091483823|0|32268.0|0
0|2020-02-26|31101.0|0|1167.0|0|3.616586091483823|0|32268.0|0
0|2020-02-27|31101.0|0|1167.0|0|3.616586091483823|0|32268.0|0
0|2020-02-28|31101.0|0|1167.0|0|3.616586091483823|0|32268.0|0
0|2020-02-29|31101.0|0|1167.0|0|3.616586091483823|0|32268.0|0
0|2020-03-01|30468.0|0|1197.5|0|3.781718273831141|0|31665.5|0
0|2020-03-02|30468.0|0|1197.5|0|3.781718273831141|0|31665.5|0
0|2020-03-03|30468.0|0|1197.5|0|3.781718273831141|0|31665.5|0
0|2020-03-04|30468.0|0|1197.5|0|3.781718273831141|0|31665.5|0
0|2020-03-05|30468.0|0|1197.5|0|3.781718273831141|0|31665.5|0
0|2020-03-06|30468.0|0|1197.5|0|3.781718273831141|0|31665.5|0
0|2020-03-07|30468.0|0|1197.5|0|3.781718273831141|0|31665.5|0
0|2020-03-08|30468.0|0|1197.5|0|3.781718273831141|0|31665.5|0
0|2020-03-09|30468.0|0|1197.5|0|3.781718273831141|0|31665.5|0
0|2020-03-10|30468.0|0|1197.5|0|3.781718273831141|0|31665.5|0
0|2020-03-11|30468.0|0|1197.5|0|3.781718273831141|0|31665.5|0
0|2020-03-12|30468.0|0|1197.5|0|3.781718273831141|0|31665.5|0
0|2020-03-13|30468.0|0|1197.5|0|3.781718273831141|0|31665.5|0
0|2020-03-14|30468.0|0|1197.5|0|3.781718273831141|0|31665.5|0
0|2020-03-15|30468.0|0|1197.5|0|3.781718273831141|0|31665.5|0
0|2020-03-16|30468.0|0|1197.5|0|3.781718273831141|0|31665.5|0
0|2020-03-17|30468.0|0|1197.5|0|3.781718273831141|0|31665.5|0
0|2020-03-18|30468.0|0|1197.5|0|3.781718273831141|0|31665.5|0
0|2020-03-19|30468.0|0|1197.5|0|3.781718273831141|0|31665.5|0
0|2020-03-20|30468.0|0|1197.5|0|3.781718273831141|0|31665.5|0
0|2020-03-21|30468.0|0|1197.5|0|3.781718273831141|0|31665.5|0
0|2020-03-22|30468.0|0|1197.5|0|3.781718273831141|0|31665.5|0
0|2020-03-23|30468.0|0|1197.5|0|3.781718273831141|0|31665.5|0
0|2020-03-24|30468.0|0|1197.5|0|3.781718273831141|0|31665.5|0
0|2020-03-25|30468.0|0|1197.5|0|3.781718273831141|0|31665.5|0
0|2020-03-26|30468.0|0|1197.5|0|3.781718273831141|0|31665.5|0
0|2020-03-27|30468.0|0|1197.5|0|3.781718273831141|0|31665.5|0
0|2020-03-28|30468.0|0|1197.5|0|3.781718273831141|0|31665.5|0
0|2020-03-29|30468.0|0|1197.5|0|3.781718273831141|0|31665.5|0
0|2020-03-30|30468.0|0|1197.5|0|3.781718273831141|0|31665.5|0
0|2020-03-31|30468.0|0|1197.5|0|3.781718273831141|0|31665.5|0
0|2020-04-01|26258.5|0|4448.0|0|14.485532379137968|0|30706.5|0
0|2020-04-02|26258.5|0|4448.0|0|14.485532379137968|0|30706.5|0
0|2020-04-03|26258.5|0|4448.0|0|14.485532379137968|0|30706.5|0
0|2020-04-04|26258.5|0|4448.0|0|14.485532379137968|0|30706.5|0
0|2020-04-05|26258.5|0|4448.0|0|14.485532379137968|0|30706.5|0
0|2020-04-06|26258.5|0|4448.0|0|14.485532379137968|0|30706.5|0
0|2020-04-07|26258.5|0|4448.0|0|14.485532379137968|0|30706.5|0
0|2020-04-08|26258.5|0|4448.0|0|14.485532379137968|0|30706.5|0
0|2020-04-09|26258.5|0|4448.0|0|14.485532379137968|0|30706.5|0
0|2020-04-10|26258.5|0|4448.0|0|14.485532379137968|0|30706.5|0
0|2020-04-11|26258.5|0|4448.0|0|14.485532379137968|0|30706.5|0
0|2020-04-12|26258.5|0|4448.0|0|14.485532379137968|0|30706.5|0
0|2020-04-13|26258.5|0|4448.0|0|14.485532379137968|0|30706.5|0
0|2020-04-14|26258.5|0|4448.0|0|14.485532379137968|0|30706.5|0
0|2020-04-15|26258.5|0|4448.0|0|14.485532379137968|0|30706.5|0
0|2020-04-16|26258.5|0|4448.0|0|14.485532379137968|0|30706.5|0
0|2020-04-17|26258.5|0|4448.0|0|14.485532379137968|0|30706.5|0
0|2020-04-18|26258.5|0|4448.0|0|14.485532379137968|0|30706.5|0
0|2020-04-19|26258.5|0|4448.0|0|14.485532379137968|0|30706.5|0
0|2020-04-20|26258.5|0|4448.0|0|14.485532379137968|0|30706.5|0
0|2020-04-21|26258.5|0|4448.0|0|14.485532379137968|0|30706.5|0
0|2020-04-22|26258.5|0|4448.0|0|14.485532379137968|0|30706.5|0
0|2020-04-23|26258.5|0|4448.0|0|14.485532379137968|0|30706.5|0
0|2020-04-24|26258.5|0|4448.0|0|14.485532379137968|0|30706.5|0
0|2020-04-25|26258.5|0|4448.0|0|14.485532379137968|0|30706.5|0
0|2020-04-26|26258.5|0|4448.0|0|14.485532379137968|0|30706.5|0
0|2020-04-27|26258.5|0|4448.0|0|14.485532379137968|0|30706.5|0
0|2020-04-28|26258.5|0|4448.0|0|14.485532379137968|0|30706.5|0
0|2020-04-29|26258.5|0|4448.0|0|14.485532379137968|0|30706.5|0
0|2020-04-30|26258.5|0|4448.0|0|14.485532379137968|0|30706.5|0
0|2020-05-01|28918.0|0|3201.0|0|9.966063700613343|0|32119.0|0
0|2020-05-02|28918.0|0|3201.0|0|9.966063700613343|0|32119.0|0
0|2020-05-03|28918.0|0|3201.0|0|9.966063700613343|0|32119.0|0
0|2020-05-04|28918.0|0|3201.0|0|9.966063700613343|0|32119.0|0
0|2020-05-05|28918.0|0|3201.0|0|9.966063700613343|0|32119.0|0
0|2020-05-06|28918.0|0|3201.0|0|9.966063700613343|0|32119.0|0
0|2020-05-07|28918.0|0|3201.0|0|9.966063700613343|0|32119.0|0
0|2020-05-08|28918.0|0|3201.0|0|9.966063700613343|0|32119.0|0
0|2020-05-09|28918.0|0|3201.0|0|9.966063700613343|0|32119.0|0
0|2020-05-10|28918.0|0|3201.0|0|9.966063700613343|0|32119.0|0
0|2020-05-11|28918.0|0|3201.0|0|9.966063700613343|0|32119.0|0
0|2020-05-12|28918.0|0|3201.0|0|9.966063700613343|0|32119.0|0
0|2020-05-13|28918.0|0|3201.0|0|9.966063700613343|0|32119.0|0
0|2020-05-14|28918.0|0|3201.0|0|9.966063700613343|0|32119.0|0
0|2020-05-15|28918.0|0|3201.0|0|9.966063700613343|0|32119.0|0
0|2020-05-16|28918.0|0|3201.0|0|9.966063700613343|0|32119.0|0
0|2020-05-17|28918.0|0|3201.0|0|9.966063700613343|0|32119.0|0
0|2020-05-18|28918.0|0|3201.0|0|9.966063700613343|0|32119.0|0
0|2020-05-19|28918.0|0|3201.0|0|9.966063700613343|0|32119.0|0
0|2020-05-20|28918.0|0|3201.0|0|9.966063700613343|0|32119.0|0
0|2020-05-21|28918.0|0|3201.0|0|9.966063700613343|0|32119.0|0
0|2020-05-22|28918.0|0|3201.0|0|9.966063700613343|0|32119.0|0
0|2020-05-23|28918.0|0|3201.0|0|9.966063700613343|0|32119.0|0
0|2020-05-24|28918.0|0|3201.0|0|9.966063700613343|0|32119.0|0
0|2020-05-25|28918.0|0|3201.0|0|9.966063700613343|0|32119.0|0
0|2020-05-26|28918.0|0|3201.0|0|9.966063700613343|0|32119.0|0
0|2020-05-27|28918.0|0|3201.0|0|9.966063700613343|0|32119.0|0
0|2020-05-28|28918.0|0|3201.0|0|9.966063700613343|0|32119.0|0
0|2020-05-29|28918.0|0|3201.0|0|9.966063700613343|0|32119.0|0
0|2020-05-30|28918.0|0|3201.0|0|9.966063700613343|0|32119.0|0
0|2020-05-31|28918.0|0|3201.0|0|9.966063700613343|0|32119.0|0
0|2020-06-01|28552.0|0|2767.0|0|8.834892557233628|0|31319.0|0
0|2020-06-02|28552.0|0|2767.0|0|8.834892557233628|0|31319.0|0
0|2020-06-03|28552.0|0|2767.0|0|8.834892557233628|0|31319.0|0
0|2020-06-04|28552.0|0|2767.0|0|8.834892557233628|0|31319.0|0
0|2020-06-05|28552.0|0|2767.0|0|8.834892557233628|0|31319.0|0
0|2020-06-06|28552.0|0|2767.0|0|8.834892557233628|0|31319.0|0
0|2020-06-07|28552.0|0|2767.0|0|8.834892557233628|0|31319.0|0
