|dates|Stephens_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Stephens_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Stephens_Texas_UnitedStates.Male_Total_Population.data|Stephens_Texas_UnitedStates.Male_Total_Population.missing|Stephens_Texas_UnitedStates.Female_Total_Population.data|Stephens_Texas_UnitedStates.Female_Total_Population.missing|Stephens_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Stephens_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1864.0|0|4990.0|0|4443.0|0|2040.0|0
