|dates|Sherburne_Minnesota_UnitedStates.BLS_EmployedPopulation.data|Sherburne_Minnesota_UnitedStates.BLS_EmployedPopulation.missing|Sherburne_Minnesota_UnitedStates.BLS_UnemployedPopulation.data|Sherburne_Minnesota_UnitedStates.BLS_UnemployedPopulation.missing|Sherburne_Minnesota_UnitedStates.BLS_UnemploymentRate.data|Sherburne_Minnesota_UnitedStates.BLS_UnemploymentRate.missing|Sherburne_Minnesota_UnitedStates.BLS_LaborForcePopulation.data|Sherburne_Minnesota_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|51102.5|0|2451.5|0|4.577622586548157|0|53554.0|0
0|2020-01-02|51102.5|0|2451.5|0|4.577622586548157|0|53554.0|0
0|2020-01-03|51102.5|0|2451.5|0|4.577622586548157|0|53554.0|0
0|2020-01-04|51102.5|0|2451.5|0|4.577622586548157|0|53554.0|0
0|2020-01-05|51102.5|0|2451.5|0|4.577622586548157|0|53554.0|0
0|2020-01-06|51102.5|0|2451.5|0|4.577622586548157|0|53554.0|0
0|2020-01-07|51102.5|0|2451.5|0|4.577622586548157|0|53554.0|0
0|2020-01-08|51102.5|0|2451.5|0|4.577622586548157|0|53554.0|0
0|2020-01-09|51102.5|0|2451.5|0|4.577622586548157|0|53554.0|0
0|2020-01-10|51102.5|0|2451.5|0|4.577622586548157|0|53554.0|0
0|2020-01-11|51102.5|0|2451.5|0|4.577622586548157|0|53554.0|0
0|2020-01-12|51102.5|0|2451.5|0|4.577622586548157|0|53554.0|0
0|2020-01-13|51102.5|0|2451.5|0|4.577622586548157|0|53554.0|0
0|2020-01-14|51102.5|0|2451.5|0|4.577622586548157|0|53554.0|0
0|2020-01-15|51102.5|0|2451.5|0|4.577622586548157|0|53554.0|0
0|2020-01-16|51102.5|0|2451.5|0|4.577622586548157|0|53554.0|0
0|2020-01-17|51102.5|0|2451.5|0|4.577622586548157|0|53554.0|0
0|2020-01-18|51102.5|0|2451.5|0|4.577622586548157|0|53554.0|0
0|2020-01-19|51102.5|0|2451.5|0|4.577622586548157|0|53554.0|0
0|2020-01-20|51102.5|0|2451.5|0|4.577622586548157|0|53554.0|0
0|2020-01-21|51102.5|0|2451.5|0|4.577622586548157|0|53554.0|0
0|2020-01-22|51102.5|0|2451.5|0|4.577622586548157|0|53554.0|0
0|2020-01-23|51102.5|0|2451.5|0|4.577622586548157|0|53554.0|0
0|2020-01-24|51102.5|0|2451.5|0|4.577622586548157|0|53554.0|0
0|2020-01-25|51102.5|0|2451.5|0|4.577622586548157|0|53554.0|0
0|2020-01-26|51102.5|0|2451.5|0|4.577622586548157|0|53554.0|0
0|2020-01-27|51102.5|0|2451.5|0|4.577622586548157|0|53554.0|0
0|2020-01-28|51102.5|0|2451.5|0|4.577622586548157|0|53554.0|0
0|2020-01-29|51102.5|0|2451.5|0|4.577622586548157|0|53554.0|0
0|2020-01-30|51102.5|0|2451.5|0|4.577622586548157|0|53554.0|0
0|2020-01-31|51102.5|0|2451.5|0|4.577622586548157|0|53554.0|0
0|2020-02-01|51314.0|0|2337.0|0|4.355929991985238|0|53651.0|0
0|2020-02-02|51314.0|0|2337.0|0|4.355929991985238|0|53651.0|0
0|2020-02-03|51314.0|0|2337.0|0|4.355929991985238|0|53651.0|0
0|2020-02-04|51314.0|0|2337.0|0|4.355929991985238|0|53651.0|0
0|2020-02-05|51314.0|0|2337.0|0|4.355929991985238|0|53651.0|0
0|2020-02-06|51314.0|0|2337.0|0|4.355929991985238|0|53651.0|0
