|dates|Franklin_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Franklin_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Franklin_Ohio_UnitedStates.Male_Total_Population.data|Franklin_Ohio_UnitedStates.Male_Total_Population.missing|Franklin_Ohio_UnitedStates.Female_Total_Population.data|Franklin_Ohio_UnitedStates.Female_Total_Population.missing|Franklin_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Franklin_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|157391.0|0|640086.0|0|670214.0|0|304643.0|0
