|dates|Wabash_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wabash_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wabash_Illinois_UnitedStates.Male_Total_Population.data|Wabash_Illinois_UnitedStates.Male_Total_Population.missing|Wabash_Illinois_UnitedStates.Female_Total_Population.data|Wabash_Illinois_UnitedStates.Female_Total_Population.missing|Wabash_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Wabash_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2387.0|0|5824.0|0|5725.0|0|2605.0|0
