|dates|Neshoba_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Neshoba_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Neshoba_Mississippi_UnitedStates.Male_Total_Population.data|Neshoba_Mississippi_UnitedStates.Male_Total_Population.missing|Neshoba_Mississippi_UnitedStates.Female_Total_Population.data|Neshoba_Mississippi_UnitedStates.Female_Total_Population.missing|Neshoba_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Neshoba_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4608.0|0|13866.0|0|15259.0|0|8105.0|0
