|dates|Chilton_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Chilton_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Chilton_Alabama_UnitedStates.Male_Total_Population.data|Chilton_Alabama_UnitedStates.Male_Total_Population.missing|Chilton_Alabama_UnitedStates.Female_Total_Population.data|Chilton_Alabama_UnitedStates.Female_Total_Population.missing|Chilton_Alabama_UnitedStates.MaleAndFemale_Under18_Population.data|Chilton_Alabama_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7411.0|0|21668.0|0|22485.0|0|10491.0|0
