|dates|Yellowstone_Montana_UnitedStates.BLS_EmployedPopulation.data|Yellowstone_Montana_UnitedStates.BLS_EmployedPopulation.missing|Yellowstone_Montana_UnitedStates.BLS_UnemployedPopulation.data|Yellowstone_Montana_UnitedStates.BLS_UnemployedPopulation.missing|Yellowstone_Montana_UnitedStates.BLS_UnemploymentRate.data|Yellowstone_Montana_UnitedStates.BLS_UnemploymentRate.missing|Yellowstone_Montana_UnitedStates.BLS_LaborForcePopulation.data|Yellowstone_Montana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|79212.0|0|3216.5|0|3.9021697592458917|0|82428.5|0
0|2020-01-02|79212.0|0|3216.5|0|3.9021697592458917|0|82428.5|0
0|2020-01-03|79212.0|0|3216.5|0|3.9021697592458917|0|82428.5|0
0|2020-01-04|79212.0|0|3216.5|0|3.9021697592458917|0|82428.5|0
0|2020-01-05|79212.0|0|3216.5|0|3.9021697592458917|0|82428.5|0
0|2020-01-06|79212.0|0|3216.5|0|3.9021697592458917|0|82428.5|0
0|2020-01-07|79212.0|0|3216.5|0|3.9021697592458917|0|82428.5|0
0|2020-01-08|79212.0|0|3216.5|0|3.9021697592458917|0|82428.5|0
0|2020-01-09|79212.0|0|3216.5|0|3.9021697592458917|0|82428.5|0
0|2020-01-10|79212.0|0|3216.5|0|3.9021697592458917|0|82428.5|0
0|2020-01-11|79212.0|0|3216.5|0|3.9021697592458917|0|82428.5|0
0|2020-01-12|79212.0|0|3216.5|0|3.9021697592458917|0|82428.5|0
0|2020-01-13|79212.0|0|3216.5|0|3.9021697592458917|0|82428.5|0
0|2020-01-14|79212.0|0|3216.5|0|3.9021697592458917|0|82428.5|0
0|2020-01-15|79212.0|0|3216.5|0|3.9021697592458917|0|82428.5|0
0|2020-01-16|79212.0|0|3216.5|0|3.9021697592458917|0|82428.5|0
0|2020-01-17|79212.0|0|3216.5|0|3.9021697592458917|0|82428.5|0
0|2020-01-18|79212.0|0|3216.5|0|3.9021697592458917|0|82428.5|0
0|2020-01-19|79212.0|0|3216.5|0|3.9021697592458917|0|82428.5|0
0|2020-01-20|79212.0|0|3216.5|0|3.9021697592458917|0|82428.5|0
0|2020-01-21|79212.0|0|3216.5|0|3.9021697592458917|0|82428.5|0
0|2020-01-22|79212.0|0|3216.5|0|3.9021697592458917|0|82428.5|0
0|2020-01-23|79212.0|0|3216.5|0|3.9021697592458917|0|82428.5|0
0|2020-01-24|79212.0|0|3216.5|0|3.9021697592458917|0|82428.5|0
0|2020-01-25|79212.0|0|3216.5|0|3.9021697592458917|0|82428.5|0
0|2020-01-26|79212.0|0|3216.5|0|3.9021697592458917|0|82428.5|0
