|dates|Bonneville_Idaho_UnitedStates.AveragePrecipitationTotal.data|Bonneville_Idaho_UnitedStates.AveragePrecipitationTotal.missing|Bonneville_Idaho_UnitedStates.AveragePrecipitation.data|Bonneville_Idaho_UnitedStates.AveragePrecipitation.missing|Bonneville_Idaho_UnitedStates.AverageWindDirection.data|Bonneville_Idaho_UnitedStates.AverageWindDirection.missing|Bonneville_Idaho_UnitedStates.AverageWindSpeed.data|Bonneville_Idaho_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|16|0.0|16|68.04166666666667|0|3.4583333333333335|0
