|dates|Sully_SouthDakota_UnitedStates.BLS_EmployedPopulation.data|Sully_SouthDakota_UnitedStates.BLS_EmployedPopulation.missing|Sully_SouthDakota_UnitedStates.BLS_UnemployedPopulation.data|Sully_SouthDakota_UnitedStates.BLS_UnemployedPopulation.missing|Sully_SouthDakota_UnitedStates.BLS_UnemploymentRate.data|Sully_SouthDakota_UnitedStates.BLS_UnemploymentRate.missing|Sully_SouthDakota_UnitedStates.BLS_LaborForcePopulation.data|Sully_SouthDakota_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|757.5|0|22.0|0|2.8223220012828736|0|779.5|0
0|2020-01-02|757.5|0|22.0|0|2.8223220012828736|0|779.5|0
0|2020-01-03|757.5|0|22.0|0|2.8223220012828736|0|779.5|0
0|2020-01-04|757.5|0|22.0|0|2.8223220012828736|0|779.5|0
0|2020-01-05|757.5|0|22.0|0|2.8223220012828736|0|779.5|0
0|2020-01-06|757.5|0|22.0|0|2.8223220012828736|0|779.5|0
0|2020-01-07|757.5|0|22.0|0|2.8223220012828736|0|779.5|0
0|2020-01-08|757.5|0|22.0|0|2.8223220012828736|0|779.5|0
0|2020-01-09|757.5|0|22.0|0|2.8223220012828736|0|779.5|0
0|2020-01-10|757.5|0|22.0|0|2.8223220012828736|0|779.5|0
0|2020-01-11|757.5|0|22.0|0|2.8223220012828736|0|779.5|0
0|2020-01-12|757.5|0|22.0|0|2.8223220012828736|0|779.5|0
0|2020-01-13|757.5|0|22.0|0|2.8223220012828736|0|779.5|0
0|2020-01-14|757.5|0|22.0|0|2.8223220012828736|0|779.5|0
0|2020-01-15|757.5|0|22.0|0|2.8223220012828736|0|779.5|0
0|2020-01-16|757.5|0|22.0|0|2.8223220012828736|0|779.5|0
0|2020-01-17|757.5|0|22.0|0|2.8223220012828736|0|779.5|0
0|2020-01-18|757.5|0|22.0|0|2.8223220012828736|0|779.5|0
0|2020-01-19|757.5|0|22.0|0|2.8223220012828736|0|779.5|0
0|2020-01-20|757.5|0|22.0|0|2.8223220012828736|0|779.5|0
0|2020-01-21|757.5|0|22.0|0|2.8223220012828736|0|779.5|0
0|2020-01-22|757.5|0|22.0|0|2.8223220012828736|0|779.5|0
0|2020-01-23|757.5|0|22.0|0|2.8223220012828736|0|779.5|0
0|2020-01-24|757.5|0|22.0|0|2.8223220012828736|0|779.5|0
0|2020-01-25|757.5|0|22.0|0|2.8223220012828736|0|779.5|0
0|2020-01-26|757.5|0|22.0|0|2.8223220012828736|0|779.5|0
0|2020-01-27|757.5|0|22.0|0|2.8223220012828736|0|779.5|0
0|2020-01-28|757.5|0|22.0|0|2.8223220012828736|0|779.5|0
0|2020-01-29|757.5|0|22.0|0|2.8223220012828736|0|779.5|0
0|2020-01-30|757.5|0|22.0|0|2.8223220012828736|0|779.5|0
0|2020-01-31|757.5|0|22.0|0|2.8223220012828736|0|779.5|0
0|2020-02-01|750.0|0|20.5|0|2.6606099935107075|0|770.5|0
0|2020-02-02|750.0|0|20.5|0|2.6606099935107075|0|770.5|0
0|2020-02-03|750.0|0|20.5|0|2.6606099935107075|0|770.5|0
0|2020-02-04|750.0|0|20.5|0|2.6606099935107075|0|770.5|0
0|2020-02-05|750.0|0|20.5|0|2.6606099935107075|0|770.5|0
0|2020-02-06|750.0|0|20.5|0|2.6606099935107075|0|770.5|0
0|2020-02-07|750.0|0|20.5|0|2.6606099935107075|0|770.5|0
0|2020-02-08|750.0|0|20.5|0|2.6606099935107075|0|770.5|0
0|2020-02-09|750.0|0|20.5|0|2.6606099935107075|0|770.5|0
0|2020-02-10|750.0|0|20.5|0|2.6606099935107075|0|770.5|0
0|2020-02-11|750.0|0|20.5|0|2.6606099935107075|0|770.5|0
0|2020-02-12|750.0|0|20.5|0|2.6606099935107075|0|770.5|0
0|2020-02-13|750.0|0|20.5|0|2.6606099935107075|0|770.5|0
0|2020-02-14|750.0|0|20.5|0|2.6606099935107075|0|770.5|0
0|2020-02-15|750.0|0|20.5|0|2.6606099935107075|0|770.5|0
0|2020-02-16|750.0|0|20.5|0|2.6606099935107075|0|770.5|0
0|2020-02-17|750.0|0|20.5|0|2.6606099935107075|0|770.5|0
0|2020-02-18|750.0|0|20.5|0|2.6606099935107075|0|770.5|0
0|2020-02-19|750.0|0|20.5|0|2.6606099935107075|0|770.5|0
0|2020-02-20|750.0|0|20.5|0|2.6606099935107075|0|770.5|0
0|2020-02-21|750.0|0|20.5|0|2.6606099935107075|0|770.5|0
0|2020-02-22|750.0|0|20.5|0|2.6606099935107075|0|770.5|0
0|2020-02-23|750.0|0|20.5|0|2.6606099935107075|0|770.5|0
0|2020-02-24|750.0|0|20.5|0|2.6606099935107075|0|770.5|0
0|2020-02-25|750.0|0|20.5|0|2.6606099935107075|0|770.5|0
0|2020-02-26|750.0|0|20.5|0|2.6606099935107075|0|770.5|0
0|2020-02-27|750.0|0|20.5|0|2.6606099935107075|0|770.5|0
0|2020-02-28|750.0|0|20.5|0|2.6606099935107075|0|770.5|0
0|2020-02-29|750.0|0|20.5|0|2.6606099935107075|0|770.5|0
0|2020-03-01|780.0|0|23.5|0|2.924704418170504|0|803.5|0
0|2020-03-02|780.0|0|23.5|0|2.924704418170504|0|803.5|0
0|2020-03-03|780.0|0|23.5|0|2.924704418170504|0|803.5|0
0|2020-03-04|780.0|0|23.5|0|2.924704418170504|0|803.5|0
0|2020-03-05|780.0|0|23.5|0|2.924704418170504|0|803.5|0
0|2020-03-06|780.0|0|23.5|0|2.924704418170504|0|803.5|0
0|2020-03-07|780.0|0|23.5|0|2.924704418170504|0|803.5|0
0|2020-03-08|780.0|0|23.5|0|2.924704418170504|0|803.5|0
0|2020-03-09|780.0|0|23.5|0|2.924704418170504|0|803.5|0
0|2020-03-10|780.0|0|23.5|0|2.924704418170504|0|803.5|0
0|2020-03-11|780.0|0|23.5|0|2.924704418170504|0|803.5|0
0|2020-03-12|780.0|0|23.5|0|2.924704418170504|0|803.5|0
0|2020-03-13|780.0|0|23.5|0|2.924704418170504|0|803.5|0
0|2020-03-14|780.0|0|23.5|0|2.924704418170504|0|803.5|0
0|2020-03-15|780.0|0|23.5|0|2.924704418170504|0|803.5|0
0|2020-03-16|780.0|0|23.5|0|2.924704418170504|0|803.5|0
0|2020-03-17|780.0|0|23.5|0|2.924704418170504|0|803.5|0
0|2020-03-18|780.0|0|23.5|0|2.924704418170504|0|803.5|0
0|2020-03-19|780.0|0|23.5|0|2.924704418170504|0|803.5|0
0|2020-03-20|780.0|0|23.5|0|2.924704418170504|0|803.5|0
0|2020-03-21|780.0|0|23.5|0|2.924704418170504|0|803.5|0
0|2020-03-22|780.0|0|23.5|0|2.924704418170504|0|803.5|0
0|2020-03-23|780.0|0|23.5|0|2.924704418170504|0|803.5|0
0|2020-03-24|780.0|0|23.5|0|2.924704418170504|0|803.5|0
0|2020-03-25|780.0|0|23.5|0|2.924704418170504|0|803.5|0
0|2020-03-26|780.0|0|23.5|0|2.924704418170504|0|803.5|0
0|2020-03-27|780.0|0|23.5|0|2.924704418170504|0|803.5|0
0|2020-03-28|780.0|0|23.5|0|2.924704418170504|0|803.5|0
0|2020-03-29|780.0|0|23.5|0|2.924704418170504|0|803.5|0
0|2020-03-30|780.0|0|23.5|0|2.924704418170504|0|803.5|0
0|2020-03-31|780.0|0|23.5|0|2.924704418170504|0|803.5|0
0|2020-04-01|726.0|0|39.0|0|5.098039215686274|0|765.0|0
0|2020-04-02|726.0|0|39.0|0|5.098039215686274|0|765.0|0
0|2020-04-03|726.0|0|39.0|0|5.098039215686274|0|765.0|0
0|2020-04-04|726.0|0|39.0|0|5.098039215686274|0|765.0|0
0|2020-04-05|726.0|0|39.0|0|5.098039215686274|0|765.0|0
0|2020-04-06|726.0|0|39.0|0|5.098039215686274|0|765.0|0
0|2020-04-07|726.0|0|39.0|0|5.098039215686274|0|765.0|0
0|2020-04-08|726.0|0|39.0|0|5.098039215686274|0|765.0|0
0|2020-04-09|726.0|0|39.0|0|5.098039215686274|0|765.0|0
0|2020-04-10|726.0|0|39.0|0|5.098039215686274|0|765.0|0
0|2020-04-11|726.0|0|39.0|0|5.098039215686274|0|765.0|0
0|2020-04-12|726.0|0|39.0|0|5.098039215686274|0|765.0|0
0|2020-04-13|726.0|0|39.0|0|5.098039215686274|0|765.0|0
0|2020-04-14|726.0|0|39.0|0|5.098039215686274|0|765.0|0
0|2020-04-15|726.0|0|39.0|0|5.098039215686274|0|765.0|0
0|2020-04-16|726.0|0|39.0|0|5.098039215686274|0|765.0|0
0|2020-04-17|726.0|0|39.0|0|5.098039215686274|0|765.0|0
0|2020-04-18|726.0|0|39.0|0|5.098039215686274|0|765.0|0
0|2020-04-19|726.0|0|39.0|0|5.098039215686274|0|765.0|0
0|2020-04-20|726.0|0|39.0|0|5.098039215686274|0|765.0|0
0|2020-04-21|726.0|0|39.0|0|5.098039215686274|0|765.0|0
0|2020-04-22|726.0|0|39.0|0|5.098039215686274|0|765.0|0
0|2020-04-23|726.0|0|39.0|0|5.098039215686274|0|765.0|0
0|2020-04-24|726.0|0|39.0|0|5.098039215686274|0|765.0|0
0|2020-04-25|726.0|0|39.0|0|5.098039215686274|0|765.0|0
0|2020-04-26|726.0|0|39.0|0|5.098039215686274|0|765.0|0
0|2020-04-27|726.0|0|39.0|0|5.098039215686274|0|765.0|0
0|2020-04-28|726.0|0|39.0|0|5.098039215686274|0|765.0|0
0|2020-04-29|726.0|0|39.0|0|5.098039215686274|0|765.0|0
0|2020-04-30|726.0|0|39.0|0|5.098039215686274|0|765.0|0
0|2020-05-01|729.0|0|27.0|0|3.5714285714285716|0|756.0|0
0|2020-05-02|729.0|0|27.0|0|3.5714285714285716|0|756.0|0
0|2020-05-03|729.0|0|27.0|0|3.5714285714285716|0|756.0|0
0|2020-05-04|729.0|0|27.0|0|3.5714285714285716|0|756.0|0
0|2020-05-05|729.0|0|27.0|0|3.5714285714285716|0|756.0|0
0|2020-05-06|729.0|0|27.0|0|3.5714285714285716|0|756.0|0
0|2020-05-07|729.0|0|27.0|0|3.5714285714285716|0|756.0|0
0|2020-05-08|729.0|0|27.0|0|3.5714285714285716|0|756.0|0
0|2020-05-09|729.0|0|27.0|0|3.5714285714285716|0|756.0|0
0|2020-05-10|729.0|0|27.0|0|3.5714285714285716|0|756.0|0
0|2020-05-11|729.0|0|27.0|0|3.5714285714285716|0|756.0|0
0|2020-05-12|729.0|0|27.0|0|3.5714285714285716|0|756.0|0
0|2020-05-13|729.0|0|27.0|0|3.5714285714285716|0|756.0|0
0|2020-05-14|729.0|0|27.0|0|3.5714285714285716|0|756.0|0
0|2020-05-15|729.0|0|27.0|0|3.5714285714285716|0|756.0|0
0|2020-05-16|729.0|0|27.0|0|3.5714285714285716|0|756.0|0
0|2020-05-17|729.0|0|27.0|0|3.5714285714285716|0|756.0|0
0|2020-05-18|729.0|0|27.0|0|3.5714285714285716|0|756.0|0
0|2020-05-19|729.0|0|27.0|0|3.5714285714285716|0|756.0|0
0|2020-05-20|729.0|0|27.0|0|3.5714285714285716|0|756.0|0
0|2020-05-21|729.0|0|27.0|0|3.5714285714285716|0|756.0|0
0|2020-05-22|729.0|0|27.0|0|3.5714285714285716|0|756.0|0
0|2020-05-23|729.0|0|27.0|0|3.5714285714285716|0|756.0|0
0|2020-05-24|729.0|0|27.0|0|3.5714285714285716|0|756.0|0
0|2020-05-25|729.0|0|27.0|0|3.5714285714285716|0|756.0|0
0|2020-05-26|729.0|0|27.0|0|3.5714285714285716|0|756.0|0
0|2020-05-27|729.0|0|27.0|0|3.5714285714285716|0|756.0|0
0|2020-05-28|729.0|0|27.0|0|3.5714285714285716|0|756.0|0
0|2020-05-29|729.0|0|27.0|0|3.5714285714285716|0|756.0|0
0|2020-05-30|729.0|0|27.0|0|3.5714285714285716|0|756.0|0
0|2020-05-31|729.0|0|27.0|0|3.5714285714285716|0|756.0|0
0|2020-06-01|738.0|0|24.0|0|3.1496062992125986|0|762.0|0
0|2020-06-02|738.0|0|24.0|0|3.1496062992125986|0|762.0|0
0|2020-06-03|738.0|0|24.0|0|3.1496062992125986|0|762.0|0
0|2020-06-04|738.0|0|24.0|0|3.1496062992125986|0|762.0|0
0|2020-06-05|738.0|0|24.0|0|3.1496062992125986|0|762.0|0
0|2020-06-06|738.0|0|24.0|0|3.1496062992125986|0|762.0|0
0|2020-06-07|738.0|0|24.0|0|3.1496062992125986|0|762.0|0
0|2020-06-08|738.0|0|24.0|0|3.1496062992125986|0|762.0|0
0|2020-06-09|738.0|0|24.0|0|3.1496062992125986|0|762.0|0
0|2020-06-10|738.0|0|24.0|0|3.1496062992125986|0|762.0|0
0|2020-06-11|738.0|0|24.0|0|3.1496062992125986|0|762.0|0
0|2020-06-12|738.0|0|24.0|0|3.1496062992125986|0|762.0|0
0|2020-06-13|738.0|0|24.0|0|3.1496062992125986|0|762.0|0
0|2020-06-14|738.0|0|24.0|0|3.1496062992125986|0|762.0|0
0|2020-06-15|738.0|0|24.0|0|3.1496062992125986|0|762.0|0
0|2020-06-16|738.0|0|24.0|0|3.1496062992125986|0|762.0|0
0|2020-06-17|738.0|0|24.0|0|3.1496062992125986|0|762.0|0
0|2020-06-18|738.0|0|24.0|0|3.1496062992125986|0|762.0|0
0|2020-06-19|738.0|0|24.0|0|3.1496062992125986|0|762.0|0
0|2020-06-20|738.0|0|24.0|0|3.1496062992125986|0|762.0|0
0|2020-06-21|738.0|0|24.0|0|3.1496062992125986|0|762.0|0
0|2020-06-22|738.0|0|24.0|0|3.1496062992125986|0|762.0|0
0|2020-06-23|738.0|0|24.0|0|3.1496062992125986|0|762.0|0
0|2020-06-24|738.0|0|24.0|0|3.1496062992125986|0|762.0|0
0|2020-06-25|738.0|0|24.0|0|3.1496062992125986|0|762.0|0
