|dates|Livingston_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Livingston_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Livingston_NewYork_UnitedStates.Male_Total_Population.data|Livingston_NewYork_UnitedStates.Male_Total_Population.missing|Livingston_NewYork_UnitedStates.Female_Total_Population.data|Livingston_NewYork_UnitedStates.Female_Total_Population.missing|Livingston_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Livingston_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|11307.0|0|31760.0|0|31467.0|0|11155.0|0
