|dates|Jackson_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jackson_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jackson_Colorado_UnitedStates.Male_Total_Population.data|Jackson_Colorado_UnitedStates.Male_Total_Population.missing|Jackson_Colorado_UnitedStates.Female_Total_Population.data|Jackson_Colorado_UnitedStates.Female_Total_Population.missing|Jackson_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Jackson_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-02-12|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-02-13|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-02-14|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-02-15|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-02-16|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-02-17|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-02-18|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-02-19|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-02-20|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-02-21|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-02-22|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-02-23|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-02-24|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-02-25|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-02-26|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-02-27|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-02-28|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-03-01|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-03-02|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-03-03|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-03-04|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-03-05|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-03-06|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-03-07|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-03-08|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-03-09|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-03-10|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-03-11|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-03-12|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-03-13|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-03-14|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-03-15|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-03-16|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-03-17|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-03-18|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-03-19|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-03-20|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-03-21|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-03-22|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-03-23|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-03-24|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-03-25|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-03-26|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-03-27|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-03-28|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-03-29|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-03-30|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-03-31|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-04-01|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-04-02|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-04-03|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-04-04|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-04-05|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-04-06|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-04-07|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-04-08|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-04-09|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-04-10|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-04-11|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-04-12|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-04-13|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-04-14|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-04-15|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-04-16|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-04-17|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-04-18|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-04-19|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-04-20|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-04-21|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-04-22|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-04-23|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-04-24|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-04-25|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-04-26|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-04-27|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-04-28|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-04-29|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-04-30|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-05-01|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-05-02|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-05-03|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-05-04|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-05-05|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-05-06|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-05-07|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-05-08|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-05-09|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-05-10|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-05-11|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-05-12|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-05-13|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-05-14|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-05-15|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-05-16|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-05-17|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-05-18|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-05-19|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-05-20|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-05-21|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-05-22|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-05-23|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-05-24|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-05-25|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-05-26|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-05-27|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-05-28|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-05-29|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-05-30|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-05-31|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-06-01|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-06-02|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-06-03|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-06-04|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-06-05|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-06-06|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-06-07|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-06-08|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-06-09|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-06-10|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-06-11|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-06-12|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-06-13|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-06-14|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-06-15|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-06-16|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-06-17|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-06-18|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-06-19|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-06-20|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-06-21|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-06-22|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-06-23|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-06-24|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-06-25|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-06-26|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-06-27|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-06-28|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-06-29|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-06-30|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-07-01|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-07-02|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-07-03|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-07-04|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-07-05|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-07-06|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-07-07|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-07-08|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-07-09|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-07-10|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-07-11|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-07-12|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-07-13|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-07-14|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-07-15|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-07-16|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-07-17|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-07-18|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-07-19|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-07-20|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-07-21|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-07-22|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-07-23|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-07-24|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-07-25|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-07-26|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-07-27|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-07-28|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-07-29|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-07-30|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-07-31|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-08-01|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-08-02|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-08-03|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-08-04|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-08-05|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-08-06|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-08-07|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-08-08|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-08-09|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-08-10|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-08-11|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-08-12|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-08-13|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-08-14|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-08-15|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-08-16|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-08-17|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-08-18|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-08-19|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-08-20|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-08-21|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-08-22|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-08-23|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-08-24|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-08-25|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-08-26|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-08-27|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-08-28|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-08-29|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-08-30|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-08-31|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-09-01|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-09-02|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-09-03|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-09-04|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-09-05|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-09-06|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-09-07|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-09-08|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-09-09|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-09-10|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-09-11|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-09-12|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-09-13|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-09-14|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-09-15|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-09-16|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-09-17|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-09-18|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-09-19|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-09-20|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-09-21|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-09-22|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-09-23|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-09-24|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-09-25|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-09-26|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-09-27|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-09-28|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-09-29|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-09-30|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-10-01|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-10-02|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-10-03|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-10-04|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-10-05|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-10-06|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-10-07|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-10-08|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-10-09|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-10-10|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-10-11|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-10-12|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-10-13|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-10-14|311.0|0|724.0|0|675.0|0|239.0|0
0|2021-10-15|311.0|0|724.0|0|675.0|0|239.0|0
