|dates|Bandera_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bandera_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bandera_Texas_UnitedStates.Male_Total_Population.data|Bandera_Texas_UnitedStates.Male_Total_Population.missing|Bandera_Texas_UnitedStates.Female_Total_Population.data|Bandera_Texas_UnitedStates.Female_Total_Population.missing|Bandera_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Bandera_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6157.0|0|11327.0|0|11497.0|0|3812.0|0
