|dates|Lyon_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lyon_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lyon_Kansas_UnitedStates.Male_Total_Population.data|Lyon_Kansas_UnitedStates.Male_Total_Population.missing|Lyon_Kansas_UnitedStates.Female_Total_Population.data|Lyon_Kansas_UnitedStates.Female_Total_Population.missing|Lyon_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Lyon_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5075.0|0|16223.0|0|17183.0|0|7439.0|0
