|dates|Duval_Texas_UnitedStates.BLS_EmployedPopulation.data|Duval_Texas_UnitedStates.BLS_EmployedPopulation.missing|Duval_Texas_UnitedStates.BLS_UnemployedPopulation.data|Duval_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Duval_Texas_UnitedStates.BLS_UnemploymentRate.data|Duval_Texas_UnitedStates.BLS_UnemploymentRate.missing|Duval_Texas_UnitedStates.BLS_LaborForcePopulation.data|Duval_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|4089.0|0|472.0|0|10.34860776145582|0|4561.0|0
