|dates|Jasper_Mississippi_UnitedStates.BLS_EmployedPopulation.data|Jasper_Mississippi_UnitedStates.BLS_EmployedPopulation.missing|Jasper_Mississippi_UnitedStates.BLS_UnemployedPopulation.data|Jasper_Mississippi_UnitedStates.BLS_UnemployedPopulation.missing|Jasper_Mississippi_UnitedStates.BLS_UnemploymentRate.data|Jasper_Mississippi_UnitedStates.BLS_UnemploymentRate.missing|Jasper_Mississippi_UnitedStates.BLS_LaborForcePopulation.data|Jasper_Mississippi_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|5692.0|0|449.0|0|7.311512782934376|0|6141.0|0
