|dates|Marion_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Marion_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Marion_Iowa_UnitedStates.Male_Total_Population.data|Marion_Iowa_UnitedStates.Male_Total_Population.missing|Marion_Iowa_UnitedStates.Female_Total_Population.data|Marion_Iowa_UnitedStates.Female_Total_Population.missing|Marion_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Marion_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5957.0|0|16705.0|0|16702.0|0|7892.0|0
