|dates|Trousdale_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Trousdale_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Trousdale_Tennessee_UnitedStates.Male_Total_Population.data|Trousdale_Tennessee_UnitedStates.Male_Total_Population.missing|Trousdale_Tennessee_UnitedStates.Female_Total_Population.data|Trousdale_Tennessee_UnitedStates.Female_Total_Population.missing|Trousdale_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Trousdale_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1426.0|0|6521.0|0|4491.0|0|1939.0|0
