|dates|Tyrrell_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Tyrrell_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Tyrrell_NorthCarolina_UnitedStates.Male_Total_Population.data|Tyrrell_NorthCarolina_UnitedStates.Male_Total_Population.missing|Tyrrell_NorthCarolina_UnitedStates.Female_Total_Population.data|Tyrrell_NorthCarolina_UnitedStates.Female_Total_Population.missing|Tyrrell_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Tyrrell_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|799.0|0|2291.0|0|1840.0|0|770.0|0
