|dates|Clay_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Clay_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Clay_Kentucky_UnitedStates.Male_Total_Population.data|Clay_Kentucky_UnitedStates.Male_Total_Population.missing|Clay_Kentucky_UnitedStates.Female_Total_Population.data|Clay_Kentucky_UnitedStates.Female_Total_Population.missing|Clay_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Clay_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3065.0|0|10467.0|0|9638.0|0|4242.0|0
