|dates|Menard_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Menard_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Menard_Illinois_UnitedStates.Male_Total_Population.data|Menard_Illinois_UnitedStates.Male_Total_Population.missing|Menard_Illinois_UnitedStates.Female_Total_Population.data|Menard_Illinois_UnitedStates.Female_Total_Population.missing|Menard_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Menard_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2378.0|0|5989.0|0|6299.0|0|2701.0|0
