|dates|Harvey_Kansas_UnitedStates.AveragePrecipitationTotal.data|Harvey_Kansas_UnitedStates.AveragePrecipitationTotal.missing|Harvey_Kansas_UnitedStates.AveragePrecipitation.data|Harvey_Kansas_UnitedStates.AveragePrecipitation.missing|Harvey_Kansas_UnitedStates.AverageWindDirection.data|Harvey_Kansas_UnitedStates.AverageWindDirection.missing|Harvey_Kansas_UnitedStates.AverageWindSpeed.data|Harvey_Kansas_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|16|0.0|16|262.9166666666667|0|7.375|0
