|dates|Benton_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Benton_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Benton_Minnesota_UnitedStates.Male_Total_Population.data|Benton_Minnesota_UnitedStates.Male_Total_Population.missing|Benton_Minnesota_UnitedStates.Female_Total_Population.data|Benton_Minnesota_UnitedStates.Female_Total_Population.missing|Benton_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Benton_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5709.0|0|20233.0|0|20312.0|0|10255.0|0
