|dates|Ste.Genevieve_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ste.Genevieve_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ste.Genevieve_Missouri_UnitedStates.Male_Total_Population.data|Ste.Genevieve_Missouri_UnitedStates.Male_Total_Population.missing|Ste.Genevieve_Missouri_UnitedStates.Female_Total_Population.data|Ste.Genevieve_Missouri_UnitedStates.Female_Total_Population.missing|Ste.Genevieve_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Ste.Genevieve_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3485.0|0|9067.0|0|8821.0|0|3880.0|0
