|dates|Power_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Power_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Power_Idaho_UnitedStates.Male_Total_Population.data|Power_Idaho_UnitedStates.Male_Total_Population.missing|Power_Idaho_UnitedStates.Female_Total_Population.data|Power_Idaho_UnitedStates.Female_Total_Population.missing|Power_Idaho_UnitedStates.MaleAndFemale_Under18_Population.data|Power_Idaho_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1199.0|0|3952.0|0|3816.0|0|2427.0|0
