|dates|St.Francois_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|St.Francois_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|St.Francois_Missouri_UnitedStates.Male_Total_Population.data|St.Francois_Missouri_UnitedStates.Male_Total_Population.missing|St.Francois_Missouri_UnitedStates.Female_Total_Population.data|St.Francois_Missouri_UnitedStates.Female_Total_Population.missing|St.Francois_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|St.Francois_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10965.0|0|35620.0|0|31072.0|0|14102.0|0
