|dates|Winkler_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Winkler_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Winkler_Texas_UnitedStates.Male_Total_Population.data|Winkler_Texas_UnitedStates.Male_Total_Population.missing|Winkler_Texas_UnitedStates.Female_Total_Population.data|Winkler_Texas_UnitedStates.Female_Total_Population.missing|Winkler_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Winkler_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|949.0|0|3961.0|0|3759.0|0|2283.0|0
