|dates|SanMiguel_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|SanMiguel_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|SanMiguel_Colorado_UnitedStates.Male_Total_Population.data|SanMiguel_Colorado_UnitedStates.Male_Total_Population.missing|SanMiguel_Colorado_UnitedStates.Female_Total_Population.data|SanMiguel_Colorado_UnitedStates.Female_Total_Population.missing|SanMiguel_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|SanMiguel_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1201.0|0|4359.0|0|3832.0|0|1438.0|0
