|dates|Holt_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Holt_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Holt_Nebraska_UnitedStates.Male_Total_Population.data|Holt_Nebraska_UnitedStates.Male_Total_Population.missing|Holt_Nebraska_UnitedStates.Female_Total_Population.data|Holt_Nebraska_UnitedStates.Female_Total_Population.missing|Holt_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Holt_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2197.0|0|5088.0|0|5090.0|0|2559.0|0
