|dates|Mohave_Arizona_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mohave_Arizona_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mohave_Arizona_UnitedStates.Male_Total_Population.data|Mohave_Arizona_UnitedStates.Male_Total_Population.missing|Mohave_Arizona_UnitedStates.Female_Total_Population.data|Mohave_Arizona_UnitedStates.Female_Total_Population.missing|Mohave_Arizona_UnitedStates.MaleAndFemale_Under18_Population.data|Mohave_Arizona_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|63526.0|0|105979.0|0|103571.0|0|35739.0|0
