|dates|McCreary_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|McCreary_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|McCreary_Kentucky_UnitedStates.Male_Total_Population.data|McCreary_Kentucky_UnitedStates.Male_Total_Population.missing|McCreary_Kentucky_UnitedStates.Female_Total_Population.data|McCreary_Kentucky_UnitedStates.Female_Total_Population.missing|McCreary_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|McCreary_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2793.0|0|9462.0|0|7946.0|0|3783.0|0
