|dates|Hamilton_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hamilton_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hamilton_Indiana_UnitedStates.Male_Total_Population.data|Hamilton_Indiana_UnitedStates.Male_Total_Population.missing|Hamilton_Indiana_UnitedStates.Female_Total_Population.data|Hamilton_Indiana_UnitedStates.Female_Total_Population.missing|Hamilton_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Hamilton_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|40862.0|0|161345.0|0|168741.0|0|89053.0|0
